"","Month","Year","Region","Station","Latitude","Longitude","Replicate","Species","BraunBlanquet","Scallops","Urchins","Grass.or.Algae","Total.SAV","Total.Grass","Total.macroAlgae","Epipyhte.Denstiy","Blade_Length_Avg_cm","Blade_Width_Avg_cm","Shoots.per.m2","Sediment.type"
"27728",NA,2015,"Estero Bay","PIS02",NA,NA,200,"TTES","5",NA,NA,"Seagrass","5",NA,NA,"MODERATE",23,NA,460,"3-Muddy Sand"
"27729",NA,2015,"Estero Bay","PIS02",NA,NA,250,"TTES","3",NA,NA,"Seagrass","3",NA,NA,"MODERATE",19.4,NA,275,"3-Muddy Sand"
"27730",NA,2015,"Estero Bay","PIS02",NA,NA,350,"TTES","5",NA,NA,"Seagrass","5",NA,NA,"MODERATE",26.8,NA,1160,"3-Muddy Sand"
"27731",NA,2015,"Estero Bay","PIS02",NA,NA,400,"HWRI","5",NA,NA,"Seagrass","5",NA,NA,"MODERATE",14.2,NA,3560,"2-Sand"
"27732",NA,2015,"Estero Bay","PIS02",NA,NA,400,"TTES","1",NA,NA,"Seagrass","5",NA,NA,"MODERATE",20,NA,24,"2-Sand"
"27733",NA,2015,"Estero Bay","PIS02",NA,NA,450,"HWRI","5",NA,NA,"Seagrass","5",NA,NA,"HEAVY",16.8,NA,1320,"2-Sand"
"27734",NA,2015,"Estero Bay","PIS02",NA,NA,500,"HWRI","4",NA,NA,"Seagrass","4",NA,NA,"MODERATE",11,NA,710,"2-Sand"
"27735",NA,2015,"Estero Bay","PIS02",NA,NA,550,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"MODERATE",9.8,NA,313.3333,"2-Sand"
"27736",NA,2015,"Estero Bay","PIS02",NA,NA,573,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",12.2,NA,115,"2-Sand"
"27737",NA,2015,"Estero Bay","PIS03",NA,NA,9.4,"TTES","2",NA,NA,"Seagrass","2",NA,NA,"LIGHT",20.8,NA,90,"3-Muddy Sand"
"27738",NA,2015,"Estero Bay","PIS03",NA,NA,50,"TTES","2",NA,NA,"Seagrass","2",NA,NA,"LIGHT",21.8,NA,176.6667,"3-Muddy Sand"
"27739",NA,2015,"Estero Bay","PIS03",NA,NA,100,"TTES","3",NA,NA,"Seagrass","3",NA,NA,"MODERATE",27,NA,120,"3-Muddy Sand"
"27740",NA,2015,"Estero Bay","PIS03",NA,NA,100,"SFIL","2",NA,NA,"Seagrass","3",NA,NA,"MODERATE",24.2,NA,60,"3-Muddy Sand"
"27741",NA,2015,"Estero Bay","PIS03",NA,NA,150,"TTES","1",NA,NA,"Seagrass","5",NA,NA,"MODERATE",46,NA,35,"3-Muddy Sand"
"27742",NA,2015,"Estero Bay","PIS03",NA,NA,150,"SFIL","5",NA,NA,"Seagrass","5",NA,NA,"MODERATE",45.2,NA,1900,"3-Muddy Sand"
"27743",NA,2015,"Estero Bay","PIS03",NA,NA,200,"SFIL","5",NA,NA,"Seagrass","5",NA,NA,"LIGHT",44.8,NA,1620,"3-Muddy Sand"
"27744",NA,2015,"Estero Bay","PIS03",NA,NA,237,"HWRI","2",NA,NA,"Seagrass","3",NA,NA,"LIGHT",17,NA,226.6667,"2-Sand"
"27745",NA,2015,"Estero Bay","PIS03",NA,NA,237,"SFIL","3",NA,NA,"Seagrass","3",NA,NA,"LIGHT",39.8,NA,330,"2-Sand"
"27746",NA,2015,"Estero Bay","PIS03",NA,NA,250,"HWRI","4",NA,NA,"Seagrass","4",NA,NA,"LIGHT",32.2,NA,790,"3-Muddy Sand"
"27747",NA,2015,"Estero Bay","PIS03",NA,NA,250,"TTES","1",NA,NA,"Seagrass","4",NA,NA,"LIGHT",26.2,NA,38,"3-Muddy Sand"
"27748",NA,2015,"Estero Bay","PIS05",NA,NA,0,"TTES","4",NA,NA,"Seagrass","4",NA,NA,"MODERATE",30.6,NA,310,"3-Muddy Sand"
"27749",NA,2015,"Estero Bay","PIS05",NA,NA,50,"TTES","5",NA,NA,"Seagrass","5",NA,NA,"MODERATE",32.6,NA,440,"3-Muddy Sand"
"27750",NA,2015,"Estero Bay","PIS06",NA,NA,-14.8,"HWRI","4",NA,NA,"Seagrass","4",NA,NA,"HEAVY",13.6,NA,1350,"4-Muck"
"27751",NA,2015,"Estero Bay","PIS06",NA,NA,0,"TTES","5",NA,NA,"Seagrass","5",NA,NA,"MODERATE",31.6,NA,760,"Muddy Sand and Muck"
"27752",NA,2015,"Estero Bay","PIS06",NA,NA,50,"HWRI","5",NA,NA,"Seagrass","5",NA,NA,"MODERATE",18.2,NA,5360,"Muddy Sand and Shell"
"27753",NA,2015,"Estero Bay","PIS06",NA,NA,202.8,"TTES","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",12.6,NA,64,"1-Shelly Sand"
"27754",NA,2015,"Estero Bay","PIS07",NA,NA,-3.4,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"HEAVY",8.8,NA,88,"3-Muddy Sand"
"27755",NA,2015,"Estero Bay","PIS07",NA,NA,50,"TTES","2",NA,NA,"Seagrass","5",NA,NA,"MODERATE",48.2,NA,66.66666,"3-Muddy Sand"
"27756",NA,2015,"Estero Bay","PIS07",NA,NA,50,"SFIL","5",NA,NA,"Seagrass","5",NA,NA,"MODERATE",35.6,NA,1540,"3-Muddy Sand"
"27757",NA,2015,"Estero Bay","PIS07",NA,NA,100,"SFIL","5",NA,NA,"Seagrass","5",NA,NA,"MODERATE",50.2,NA,2220,"3-Muddy Sand"
"27758",NA,2015,"Estero Bay","PIS07",NA,NA,150,"SFIL","4",NA,NA,"Seagrass","4",NA,NA,"MODERATE",39.2,NA,1180,"3-Muddy Sand"
"27759",NA,2015,"Estero Bay","PIS07",NA,NA,161,"SFIL","2",NA,NA,"Seagrass","2",NA,NA,"LIGHT",30.2,NA,160,"3-Muddy Sand"
"27760",NA,2015,"Estero Bay","PIS09",NA,NA,25,"TTES","3",NA,NA,"Seagrass","3",NA,NA,"MODERATE",35,NA,370,"Muddy Sand and Shell"
"27761",NA,2015,"Estero Bay","PIS09",NA,NA,50,"TTES","1",NA,NA,"Seagrass","5",NA,NA,"HEAVY",41.6,NA,25,"Muddy Sand and Muck"
"27762",NA,2015,"Estero Bay","PIS09",NA,NA,50,"SFIL","5",NA,NA,"Seagrass","5",NA,NA,"HEAVY",31.8,NA,3080,"Muddy Sand and Muck"
"27763",NA,2015,"Estero Bay","PIS09",NA,NA,65,"SFIL","3",NA,NA,"Seagrass","3",NA,NA,"MODERATE",23.4,NA,425,"4-Muck"
"27764",NA,2015,"Estero Bay","PIS09",NA,NA,67.5,"SFIL","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",26.4,NA,147,"4-Muck"
"27765",NA,2015,"Estero Bay","PR03",NA,NA,50,"HWRI","4",NA,NA,"Seagrass","4",NA,NA,"LIGHT",26.6,NA,2290,"3-Muddy Sand"
"27766",NA,2015,"Estero Bay","PR03",NA,NA,100,"HWRI","5",NA,NA,"Seagrass","5",NA,NA,"MODERATE",16.6,NA,3260,"3-Muddy Sand"
"27767",NA,2015,"Estero Bay","PR03",NA,NA,150,"HWRI","4",NA,NA,"Seagrass","4",NA,NA,"LIGHT",18.4,NA,1020,"3-Muddy Sand"
"27768",NA,2015,"Estero Bay","PR03",NA,NA,200,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"LIGHT",15.8,NA,333.3333,"3-Muddy Sand"
"27769",NA,2015,"Estero Bay","PR04",NA,NA,-6,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",8.4,NA,64,"3-Muddy Sand"
"27770",NA,2015,"Estero Bay","PR04",NA,NA,0,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"LIGHT",11.4,NA,813.3333,"3-Muddy Sand"
"27771",NA,2015,"Estero Bay","PR04",NA,NA,50,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"MODERATE",11,NA,313.3333,"3-Muddy Sand"
"27772",NA,2015,"Estero Bay","PR04",NA,NA,100,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",9.4,NA,120,"3-Muddy Sand"
"27773",NA,2015,"Estero Bay","SC01",NA,NA,0,"TTES","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",16.8,NA,21,"Muddy Sand and Shell"
"27774",NA,2015,"Estero Bay","SC01",NA,NA,50,"HWRI","5",NA,NA,"Seagrass","5",NA,NA,"MODERATE",21.2,NA,2940,"2-Sand"
"27775",NA,2015,"Estero Bay","SC01",NA,NA,100,"HWRI","5",NA,NA,"Seagrass","5",NA,NA,"HEAVY",20.6,NA,4080,"3-Muddy Sand"
"27776",NA,2015,"Estero Bay","SC01",NA,NA,150,"HWRI","5",NA,NA,"Seagrass","5",NA,NA,"MODERATE",24,NA,3300,"3-Muddy Sand"
"27777",NA,2015,"Estero Bay","SC01",NA,NA,170,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"MODERATE",26.6,NA,376.6667,"2-Sand"
"27778",NA,2015,"Estero Bay","SC01",NA,NA,170,"SFIL","1",NA,NA,"Seagrass","2",NA,NA,"MODERATE",29.8,NA,74,"2-Sand"
"27779",NA,2015,"Estero Bay","SC01",NA,NA,200,"SFIL","5",NA,NA,"Seagrass","5",NA,NA,"MODERATE",34,NA,1760,"Muddy Sand and Muck"
"27780",NA,2015,"Estero Bay","SC01",NA,NA,250,"TTES","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",19.4,NA,15,"3-Muddy Sand"
"27781",NA,2015,"Estero Bay","SC01",NA,NA,269.1,"TTES","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",16.4,NA,13,"3-Muddy Sand"
"27782",NA,2015,"Estero Bay","SC02",NA,NA,-2.5,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",5.4,NA,147,"3-Muddy Sand"
"27783",NA,2015,"Estero Bay","SC02",NA,NA,0,"HWRI","3",NA,NA,"Seagrass","3",NA,NA,"MODERATE",5.8,NA,2085,"3-Muddy Sand"
"27784",NA,2015,"Estero Bay","SC02",NA,NA,50,"TTES","1",NA,NA,"Seagrass","2",NA,NA,"MODERATE",17.6,NA,32,"Muddy Sand and Muck"
"27785",NA,2015,"Estero Bay","SC02",NA,NA,50,"SFIL","2",NA,NA,"Seagrass","2",NA,NA,"MODERATE",20.2,NA,150,"Muddy Sand and Muck"
"27786",NA,2015,"Estero Bay","SC02",NA,NA,100,"TTES","2",NA,NA,"Seagrass","4",NA,NA,"HEAVY",29.6,NA,66.66666,"Muddy Sand and Muck"
"27787",NA,2015,"Estero Bay","SC02",NA,NA,100,"SFIL","3",NA,NA,"Seagrass","4",NA,NA,"HEAVY",28.8,NA,825,"Muddy Sand and Muck"
"27788",NA,2015,"Estero Bay","SC02",NA,NA,130,"SFIL","2",NA,NA,"Seagrass","2",NA,NA,"MODERATE",22.2,NA,276.6667,"Muddy Sand and Muck"
"27789",NA,2015,"Estero Bay","SC02",NA,NA,150,"TTES","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",32.8,NA,14,"Muddy Sand and Muck"
"27790",NA,2015,"Estero Bay","SC02",NA,NA,165,"TTES","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",20.4,NA,12,"Muddy Sand and Shell"
"27791",NA,2015,"Estero Bay","SC03",NA,NA,50,"TTES","1",NA,NA,"Seagrass","2",NA,NA,"HEAVY",12.6,NA,40,"3-Muddy Sand"
"27792",NA,2015,"Estero Bay","SC03",NA,NA,50,"SFIL","2",NA,NA,"Seagrass","2",NA,NA,"MODERATE",12,NA,310,"3-Muddy Sand"
"27793",NA,2015,"Estero Bay","SC03",NA,NA,98,"SFIL","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",12.8,NA,38,"3-Muddy Sand"
"27794",NA,2015,"Estero Bay","SC03",NA,NA,-16.7,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",6.4,NA,348,"2-Sand"
"27795",NA,2015,"Estero Bay","SC03",NA,NA,50,"TTES","1",NA,NA,"Seagrass","3",NA,NA,"MODERATE",35.4,NA,18,"3-Muddy Sand"
"27796",NA,2015,"Estero Bay","SC03",NA,NA,50,"SFIL","2",NA,NA,"Seagrass","3",NA,NA,"LIGHT",49.8,NA,326.6667,"3-Muddy Sand"
"27797",NA,2015,"Estero Bay","SC03",NA,NA,100,"SFIL","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",42.4,NA,51,"3-Muddy Sand"
"27798",NA,2015,"Estero Bay","SC03",NA,NA,-13.5,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"LIGHT",5.8,NA,560,"2-Sand"
"27799",NA,2015,"Estero Bay","SC03",NA,NA,50,"SFIL","5",NA,NA,"Seagrass","5",NA,NA,"HEAVY",44.2,NA,760,"2-Sand"
"27800",NA,2015,"Estero Bay","SC03",NA,NA,50,"TTES","3",NA,NA,"Seagrass","5",NA,NA,NA,47,NA,95,"2-Sand"
"27801",NA,2015,"Estero Bay","SC03",NA,NA,-15.8,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",4.8,NA,183,"3-Muddy Sand"
"27802",NA,2015,"Estero Bay","SC03",NA,NA,0,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"MODERATE",4.6,NA,693.3333,"2-Sand"
"27803",NA,2015,"Estero Bay","SC03",NA,NA,50,"TTES","2",NA,NA,"Seagrass","3",NA,NA,"MODERATE",20.6,NA,53.33333,"3-Muddy Sand"
"27804",NA,2015,"Estero Bay","SC03",NA,NA,50,"SFIL","3",NA,NA,"Seagrass","3",NA,NA,"MODERATE",13.2,NA,470,"3-Muddy Sand"
"27805",NA,2015,"Estero Bay","SC03",NA,NA,98.5,"SFIL","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",16.4,NA,69,"3-Muddy Sand"
"27806",NA,2016,"Estero Bay","CR02",NA,NA,33.5,"RMAR","1",NA,NA,"Seagrass","1",NA,NA,"CLEAN",5.4,NA,52,"2-Sand"
"27807",NA,2016,"Estero Bay","CR02",NA,NA,50,"VSPI","1",NA,NA,"Algae","1",NA,NA,"LIGHT",3.6,NA,98,"2-Sand"
"27808",NA,2016,"Estero Bay","CR02",NA,NA,75,"VSPI","1",NA,NA,"Algae","1",NA,NA,"CLEAN",5.6,NA,67,"2-Sand"
"27809",NA,2016,"Estero Bay","CR02",NA,NA,50,"VSPI","2",NA,NA,"Algae","2",NA,NA,"CLEAN",6.8,NA,250,"3-Muddy Sand"
"27810",NA,2016,"Estero Bay","CR02",NA,NA,75,"VSPI","2",NA,NA,"Algae","2",NA,NA,"LIGHT",4.6,NA,276.6667,"3-Muddy Sand"
"27811",NA,2016,"Estero Bay","CR02",NA,NA,100,"VSPI","1",NA,NA,"Algae","1",NA,NA,"CLEAN",5.4,NA,21,"3-Muddy Sand"
"27812",NA,2016,"Estero Bay","CR02",NA,NA,153.6,"VSPI","1",NA,NA,"Algae","1",NA,NA,"LIGHT",7.6,NA,36,"3-Muddy Sand"
"27813",NA,2016,"Estero Bay","CR02",NA,NA,20.3,"VSPI","1",NA,NA,"Algae","1",NA,NA,"CLEAN",8.2,NA,32,"3-Muddy Sand"
"27814",NA,2016,"Estero Bay","CR02",NA,NA,50,"VSPI","2",NA,NA,"Algae","2",NA,NA,"CLEAN",11,NA,243.3333,"3-Muddy Sand"
"27815",NA,2016,"Estero Bay","CR02",NA,NA,75,"VSPI","1",NA,NA,"Algae","1",NA,NA,"CLEAN",9.2,NA,53,"3-Muddy Sand"
"27816",NA,2016,"Estero Bay","CR02",NA,NA,100,"VSPI","1",NA,NA,"Algae","1",NA,NA,"LIGHT",7.6,NA,48,"3-Muddy Sand"
"27817",NA,2016,"Estero Bay","CR02",NA,NA,19.9,"VSPI","2",NA,NA,"Algae","2",NA,NA,"CLEAN",6,NA,126.6667,"2-Sand"
"27818",NA,2016,"Estero Bay","CR02",NA,NA,50,"VSPI","2",NA,NA,"Algae","2",NA,NA,"HEAVY",5.8,NA,120,"2-Sand"
"27819",NA,2016,"Estero Bay","CR02",NA,NA,75,"VSPI","2",NA,NA,"Algae","2",NA,NA,"HEAVY",8.6,NA,113.3333,"2-Sand"
"27820",NA,2016,"Estero Bay","CR02",NA,NA,100,"VSPI","2",NA,NA,"Algae","2",NA,NA,"HEAVY",7.6,NA,170,"2-Sand"
"27821",NA,2016,"Estero Bay","CR02",NA,NA,151,"VSPI","1",NA,NA,"Algae","1",NA,NA,"MODERATE",9.4,NA,18,"2-Sand"
"27822",NA,2016,"Estero Bay","CR04a",NA,NA,-1.7,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"CLEAN",5.6,NA,80,"2-Sand"
"27823",NA,2016,"Estero Bay","CR04a",NA,NA,0,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"CLEAN",5,NA,125,"2-Sand"
"27824",NA,2016,"Estero Bay","CR04a",NA,NA,25,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"CLEAN",4.6,NA,78,"2-Sand"
"27825",NA,2016,"Estero Bay","CR04a",NA,NA,50,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"CLEAN",4.6,NA,67,"2-Sand"
"27826",NA,2016,"Estero Bay","CR04a",NA,NA,-2,"HWRI","3",NA,NA,"Seagrass","3",NA,NA,"MODERATE",6.4,NA,510,"3-Muddy Sand"
"27827",NA,2016,"Estero Bay","CR04a",NA,NA,0,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"MODERATE",7.6,NA,266.6667,"3-Muddy Sand"
"27828",NA,2016,"Estero Bay","CR04a",NA,NA,25,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"MODERATE",11.2,NA,186.6667,"3-Muddy Sand"
"27829",NA,2016,"Estero Bay","CR04a",NA,NA,50,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",8.8,NA,162,"3-Muddy Sand"
"27830",NA,2016,"Estero Bay","CR04a",NA,NA,99.3,"HXXX","2",NA,NA,"Seagrass","2",NA,NA,"MODERATE",NA,NA,136.6667,"4-Muck"
"27831",NA,2016,"Estero Bay","CR04a",NA,NA,0,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",3,NA,75,"3-Muddy Sand"
"27832",NA,2016,"Estero Bay","CR04a",NA,NA,25,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"LIGHT",9.4,NA,253.3333,"3-Muddy Sand"
"27833",NA,2016,"Estero Bay","CR04a",NA,NA,50,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",10.6,NA,90,"3-Muddy Sand"
"27834",NA,2016,"Estero Bay","CR04a",NA,NA,75,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",10.2,NA,6,"4-Muck"
"27835",NA,2016,"Estero Bay","CR04a",NA,NA,-1.9,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,NA,5.6,NA,10,"2-Sand"
"27836",NA,2016,"Estero Bay","CR04a",NA,NA,0,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,NA,4,NA,10,"2-Sand"
"27837",NA,2016,"Estero Bay","CR04a",NA,NA,25,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",11.4,NA,49,"4-Muck"
"27838",NA,2016,"Estero Bay","CR04a",NA,NA,50,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,NA,10.4,NA,35,"4-Muck"
"27839",NA,2016,"Estero Bay","CR04a",NA,NA,85.3,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",7,NA,4,"4-Muck"
"27840",NA,2016,"Estero Bay","CR05",NA,NA,-9.5,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",4,NA,24,"3-Muddy Sand"
"27841",NA,2016,"Estero Bay","CR05",NA,NA,50,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",3.6,NA,27,"3-Muddy Sand"
"27842",NA,2016,"Estero Bay","CR05",NA,NA,-11,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",5.8,NA,27,"3-Muddy Sand"
"27843",NA,2016,"Estero Bay","CR05",NA,NA,0,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",7,NA,40,"3-Muddy Sand"
"27844",NA,2016,"Estero Bay","CR05",NA,NA,25,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",6.8,NA,23,"3-Muddy Sand"
"27845",NA,2016,"Estero Bay","CR05",NA,NA,50,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",6.8,NA,53,"3-Muddy Sand"
"27846",NA,2016,"Estero Bay","CR05",NA,NA,100,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",7.4,NA,84,"3-Muddy Sand"
"27847",NA,2016,"Estero Bay","CR05",NA,NA,100,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",9,NA,55,"2-Sand"
"27848",NA,2016,"Estero Bay","CR05",NA,NA,100,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",7.6,NA,72,"3-Muddy Sand"
"27849",NA,2016,"Estero Bay","EB01",NA,NA,5.85,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"HEAVY",6.6,NA,123,"4-Muck"
"27850",NA,2016,"Estero Bay","EB01",NA,NA,50,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",10,NA,56,"4-Muck"
"27851",NA,2016,"Estero Bay","EB01",NA,NA,3,"CXXX","1",NA,NA,"Algae",NA,NA,NA,NA,NA,NA,0,"4-Muck"
"27852",NA,2016,"Estero Bay","EB01",NA,NA,50,"TTES","1",NA,NA,"Seagrass","3",NA,NA,"HEAVY",14.2,NA,52,"4-Muck"
"27853",NA,2016,"Estero Bay","EB01",NA,NA,50,"HWRI","3",NA,NA,"Seagrass","3",NA,NA,"HEAVY",12.8,NA,245,"4-Muck"
"27854",NA,2016,"Estero Bay","EB02",NA,NA,10,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",5,NA,149,"3-Muddy Sand"
"27855",NA,2016,"Estero Bay","EB02",NA,NA,163.89,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",4,NA,66,"Muddy Sand and Shell"
"27856",NA,2016,"Estero Bay","EB02",NA,NA,4.6,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"MODERATE",11.4,NA,276.6667,"1-Shelly Sand"
"27857",NA,2016,"Estero Bay","EB02",NA,NA,10,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"MODERATE",10,NA,340,"4-Muck"
"27858",NA,2016,"Estero Bay","EB02",NA,NA,20,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",9.6,NA,138,"3-Muddy Sand"
"27859",NA,2016,"Estero Bay","EB02",NA,NA,30,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"MODERATE",12.8,NA,246.6667,"4-Muck"
"27860",NA,2016,"Estero Bay","EB02",NA,NA,40,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"MODERATE",12.6,NA,233.3333,"4-Muck"
"27861",NA,2016,"Estero Bay","EB02",NA,NA,160.7,"HWRI","5",NA,NA,"Seagrass","5",NA,NA,"LIGHT",15.2,NA,800,"4-Muck"
"27862",NA,2016,"Estero Bay","EB03",NA,NA,-0.5,"SFIL","1",NA,NA,"Seagrass","1",NA,NA,NA,NA,NA,0,""
"27863",NA,2016,"Estero Bay","EB03",NA,NA,50,"TTES","2",NA,NA,"Seagrass","2",NA,NA,"MODERATE",15.6,NA,36.66667,"3-Muddy Sand"
"27864",NA,2016,"Estero Bay","EB03",NA,NA,200,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",8.2,NA,29,"3-Muddy Sand"
"27865",NA,2016,"Estero Bay","EB03",NA,NA,250,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",13.6,NA,37,"4-Muck"
"27866",NA,2016,"Estero Bay","EB03",NA,NA,300,"TTES","1",NA,NA,"Seagrass","1",NA,NA,"MODERATE",16,NA,24,"4-Muck"
"27867",NA,2016,"Estero Bay","EB03",NA,NA,350,"TTES","2",NA,NA,"Seagrass","1",NA,NA,"MODERATE",16,NA,60,"4-Muck"
"27868",NA,2016,"Estero Bay","EB03",NA,NA,350,"HWRI","2",NA,NA,"Seagrass","1",NA,NA,"LIGHT",7.2,NA,243.3333,"4-Muck"
"27869",NA,2016,"Estero Bay","EB03",NA,NA,400,"TTES","2",NA,NA,"Seagrass","2",NA,NA,"HEAVY",14.2,NA,36.66667,"3-Muddy Sand"
"27870",NA,2016,"Estero Bay","EB03",NA,NA,250,"HWRI","3",NA,NA,"Seagrass","3",NA,NA,"MODERATE",22.2,NA,440,"4-Muck"
"27871",NA,2016,"Estero Bay","EB03",NA,NA,300,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",17.2,NA,180,"4-Muck"
"27872",NA,2016,"Estero Bay","EB03",NA,NA,350,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"MODERATE",26,NA,303.3333,"4-Muck"
"27873",NA,2016,"Estero Bay","EB03",NA,NA,350,"TTES","1",NA,NA,"Seagrass","2",NA,NA,"MODERATE",30.8,NA,26,"4-Muck"
"27874",NA,2016,"Estero Bay","EB03",NA,NA,400,"HWRI","1",NA,NA,"Seagrass","2",NA,NA,"MODERATE",13.2,NA,108,"3-Muddy Sand"
"27875",NA,2016,"Estero Bay","EB03",NA,NA,400,"TTES","1",NA,NA,"Seagrass","2",NA,NA,"MODERATE",26.4,NA,72,"3-Muddy Sand"
"27876",NA,2016,"Estero Bay","EB04",NA,NA,16,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",9,NA,53,"3-Muddy Sand"
"27877",NA,2016,"Estero Bay","EB04",NA,NA,20,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",8,NA,82,"3-Muddy Sand"
"27878",NA,2016,"Estero Bay","EB04",NA,NA,30,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",6.4,NA,143,"3-Muddy Sand"
"27879",NA,2016,"Estero Bay","EB04",NA,NA,40,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",10,NA,84,"3-Muddy Sand"
"27880",NA,2016,"Estero Bay","EB04",NA,NA,60,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",7.8,NA,112,"3-Muddy Sand"
"27881",NA,2016,"Estero Bay","EB04",NA,NA,70,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",7.2,NA,66,"3-Muddy Sand"
"27882",NA,2016,"Estero Bay","EB04",NA,NA,80,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",7.2,NA,31,"3-Muddy Sand"
"27883",NA,2016,"Estero Bay","EB04",NA,NA,16,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"CLEAN",1.8,NA,94,"3-Muddy Sand"
"27884",NA,2016,"Estero Bay","EB04",NA,NA,20,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",8,NA,215,"4-Muck"
"27885",NA,2016,"Estero Bay","EB04",NA,NA,30,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"LIGHT",11.6,NA,380,"3-Muddy Sand"
"27886",NA,2016,"Estero Bay","EB04",NA,NA,40,"HWRI","2",NA,NA,"Seagrass","2",NA,NA,"LIGHT",11.2,NA,630,"3-Muddy Sand"
"27887",NA,2016,"Estero Bay","EB04",NA,NA,50,"HWRI","1",NA,NA,"Seagrass","1",NA,NA,"LIGHT",11.8,NA,154,"3-Muddy Sand"
