"","Reference","Sampling_Date","Gear_Description","Longitude","Latitude","Scientificname","Commonname","Number_pertow","Number_per100sqm","BottomVegCover","Vegetated","TH_Coverage","SY_Coverage","HA_Coverage"
"23132","TBM2014064204",2014-06-23,"6.1m otter trawl",-82.384233,27.858933,"Callinectes sapidus","Blue Crab",19,0.0213617557114589,0,0,0,0,0
"23133","TBM2014064205",2014-06-23,"6.1m otter trawl",-82.37335,27.8579,"Callinectes sapidus","Blue Crab",13,0.0159446597654908,0,0,0,0,0
"23134","TBM2014070205",2014-07-15,"21.3m seine",-82.402183,27.8152,"Callinectes sapidus","Blue Crab",1,0.714285714285714,90,1,0,0,90
"23135","TBM2014070207",2014-07-15,"21.3m seine",-82.41515,27.798066,"Portunus spp.","Portunus Crabs",1,0.714285714285714,0,0,0,0,0
"23136","TBM2014070304",2014-07-02,"21.3m seine",-82.56095,27.576933,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"23137","TBM2014070305",2014-07-02,"183m seine",-82.597333,27.5517,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,85,1,25.5,0,59.5
"23138","TBM2014070308",2014-07-02,"183m seine",-82.604033,27.588583,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,90,1,90,0,0
"23139","TBM2014070401",2014-07-07,"6.1m otter trawl",-82.707,27.692266,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,98,1,98,0,0
"23140","TBM2014070401",2014-07-07,"6.1m otter trawl",-82.707,27.692266,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,98,1,98,0,0
"23141","TBM2014070401",2014-07-07,"6.1m otter trawl",-82.707,27.692266,"Menippe spp.","Stone Crab",1,0.00112430293218205,98,1,98,0,0
"23142","TBM2014070403",2014-07-07,"6.1m otter trawl",-82.721166,27.69975,"Argopecten spp.","Scallops",1,0.00122651228965314,100,1,100,0,0
"23143","TBM2014070404",2014-07-07,"6.1m otter trawl",-82.698833,27.6527,"Portunus spp.","Portunus Crabs",3,0.00337290879654614,100,1,40,0,60
"23144","TBM2014070404",2014-07-07,"6.1m otter trawl",-82.698833,27.6527,"Menippe spp.","Stone Crab",3,0.00337290879654614,100,1,40,0,60
"23145","TBM2014070504",2014-07-16,"21.3m seine",-82.73455,27.673616,"Callinectes sapidus","Blue Crab",1,0.714285714285714,100,1,30,0,70
"23146","TBM2014070601",2014-07-17,"21.3m seine",-82.613483,27.5508,"Portunus spp.","Portunus Crabs",1,0.714285714285714,100,1,40,40,20
"23147","TBM2014070602",2014-07-17,"6.1m otter trawl",-82.605583,27.546033,"Callinectes sapidus","Blue Crab",1,0.00134916351861846,60,1,36,12,12
"23148","TBM2014070803",2014-07-03,"183m seine",-82.6842,27.6876,"Callinectes sapidus","Blue Crab",3,0.0728155339805825,75,1,22.5,0,52.5
"23149","TBM2014070804",2014-07-03,"183m seine",-82.683183,27.682916,"Callinectes sapidus","Blue Crab",6,0.145631067961165,70,1,21,49,0
"23150","TBM2014070907",2014-07-22,"21.3m seine",-82.523483,27.689033,"Callinectes sapidus","Blue Crab",1,0.714285714285714,85,1,0,0,85
"23151","TBM2014071006",2014-07-23,"21.3m seine",-82.437716,27.867983,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"23152","TBM2014071101",2014-07-24,"21.3m seine",-82.6549,27.996366,"Callinectes sapidus","Blue Crab",3,2.14285714285714,90,1,0,0,0
"23153","TBM2014071202",2014-07-17,"183m seine",-82.687683,27.963166,"Callinectes sapidus","Blue Crab",49,1.18932038834951,0,0,0,0,0
"23154","TBM2014071204",2014-07-17,"21.3m seine",-82.637433,27.889733,"Callinectes sapidus","Blue Crab",1,0.714285714285714,60,1,0,0,60
"23155","TBM2014071324",2014-07-10,"21.3m seine",-82.49455,27.469633,"Callinectes sapidus","Blue Crab",2,2.94117647058824,0,0,0,0,0
"23156","TBM2014071503",2014-07-25,"6.1m otter trawl",-82.577333,27.62625,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,80,1,8,72,0
"23157","TBM2014080101",2014-08-06,"183m seine",-82.592883,27.973533,"Callinectes sapidus","Blue Crab",18,0.436893203883495,70,1,0,0,70
"23158","TBM2014080102",2014-08-06,"183m seine",-82.63065,28.002233,"Callinectes sapidus","Blue Crab",3,0.0728155339805825,90,1,0,0,90
"23159","TBM2014080103",2014-08-06,"183m seine",-82.6872,27.961666,"Callinectes sapidus","Blue Crab",12,0.29126213592233,80,1,0,0,80
"23160","TBM2014080106",2014-08-06,"183m seine",-82.632766,27.90455,"Callinectes sapidus","Blue Crab",4,0.0970873786407767,90,1,0,0,90
"23161","TBM2014080207",2014-08-04,"6.1m otter trawl",-82.469666,27.7146,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,0,0,0,0,0
"23162","TBM2014080607",2014-08-07,"183m seine",-82.7109,27.716366,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,85,1,0,0,85
"23163","TBM2014080702",2014-08-06,"21.3m seine",-82.635683,27.994716,"Callinectes sapidus","Blue Crab",3,2.14285714285714,80,1,0,0,0
"23164","TBM2014080705",2014-08-06,"21.3m seine",-82.6765,28.0072,"Callinectes sapidus","Blue Crab",1,0.714285714285714,90,1,0,0,45
"23165","TBM2014080802",2014-08-18,"21.3m seine",-82.4689,27.748366,"Portunus spp.","Portunus Crabs",1,0.714285714285714,0,0,0,0,0
"23166","TBM2014080809",2014-08-18,"21.3m seine",-82.483466,27.891833,"Callinectes sapidus","Blue Crab",2,1.42857142857143,10,1,0,0,10
"23167","TBM2014080905",2014-08-18,"183m seine",-82.545966,27.8582,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"23168","TBM2014081002",2014-08-20,"6.1m otter trawl",-82.611133,27.577583,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,80,1,40,32,8
"23169","TBM2014081104",2014-08-14,"6.1m otter trawl",-82.736683,27.7288,"Argopecten spp.","Scallops",1,0.00112430293218205,90,1,18,72,0
"23170","TBM2014081107",2014-08-14,"6.1m otter trawl",-82.727966,27.632216,"Menippe spp.","Stone Crab",1,0.00112430293218205,70,1,70,0,0
"23171","TBM2014081109",2014-08-14,"6.1m otter trawl",-82.6849,27.655683,"Portunus spp.","Portunus Crabs",2,0.00269832703723691,50,1,0,50,0
"23172","TBM2014081206",2014-08-12,"21.3m seine",-82.720433,27.656466,"Portunus spp.","Portunus Crabs",1,0.714285714285714,20,1,4,0,16
"23173","TBM2014081302",2014-08-19,"183m seine",-82.384566,27.837,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"23174","TBM2014084201",2014-08-04,"6.1m otter trawl",-82.395916,27.85395,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,0,0,0,0,0
"23175","TBM2014084209",2014-08-04,"6.1m otter trawl",-82.371233,27.857933,"Callinectes sapidus","Blue Crab",1,0.00122651228965314,0,0,0,0,0
"23176","TBM2014084210",2014-08-04,"6.1m otter trawl",-82.380533,27.85885,"Callinectes sapidus","Blue Crab",7,0.00787012052527433,0,0,0,0,0
"23177","TBM2014090101",2014-09-08,"6.1m otter trawl",-82.656766,27.679766,"Argopecten spp.","Scallops",1,0.00122651228965314,100,1,30,70,0
"23178","TBM2014090102",2014-09-08,"6.1m otter trawl",-82.702433,27.625916,"Callinectes sapidus","Blue Crab",1,0.00103781809124497,50,1,0,50,0
"23179","TBM2014090209",2014-09-08,"21.3m seine",-82.49445,27.4738,"Callinectes sapidus","Blue Crab",2,2.94117647058824,0,0,0,0,0
"23180","TBM2014090211",2014-09-08,"6.1m otter trawl",-82.493716,27.46795,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,0,0,0,0,0
"23181","TBM2014090213",2014-09-08,"6.1m otter trawl",-82.527566,27.513483,"Callinectes sapidus","Blue Crab",4,0.00449721172872819,0,0,0,0,0
"23182","TBM2014090214",2014-09-08,"6.1m otter trawl",-82.4815,27.524266,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,0,0,0,0,0
"23183","TBM2014090227",2014-09-08,"6.1m otter trawl",-82.548083,27.504683,"Callinectes sapidus","Blue Crab",6,0.00674581759309228,0,0,0,0,0
"23184","TBM2014090503",2014-09-03,"21.3m seine",-82.695133,27.96195,"Callinectes sapidus","Blue Crab",3,2.14285714285714,0,0,0,0,0
"23185","TBM2014090505",2014-09-03,"21.3m seine",-82.71795,27.935716,"Callinectes sapidus","Blue Crab",2,1.42857142857143,100,1,0,30,70
"23186","TBM2014090506",2014-09-03,"21.3m seine",-82.662216,27.9127,"Callinectes sapidus","Blue Crab",1,0.714285714285714,100,1,0,0,100
"23187","TBM2014090509",2014-09-03,"21.3m seine",-82.583916,27.972233,"Callinectes sapidus","Blue Crab",1,0.714285714285714,10,1,0,0,10
"23188","TBM2014090602",2014-09-10,"21.3m seine",-82.4358,27.863966,"Portunus spp.","Portunus Crabs",2,1.42857142857143,80,1,0,0,80
"23189","TBM2014090606",2014-09-10,"21.3m seine",-82.464783,27.713366,"Callinectes sapidus","Blue Crab",1,0.714285714285714,70,1,0,0,70
"23190","TBM2014091001",2014-09-15,"183m seine",-82.692466,27.699416,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,90,1,45,0,45
"23191","TBM2014091007",2014-09-15,"183m seine",-82.639616,27.737333,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,40,1,0,12,28
"23192","TBM2014091201",2014-09-16,"183m seine",-82.4849,27.89245,"Callinectes sapidus","Blue Crab",5,0.121359223300971,60,1,0,0,60
"23193","TBM2014091304",2014-09-18,"6.1m otter trawl",-82.684066,27.516466,"Argopecten spp.","Scallops",1,0.00112430293218205,95,1,47.5,47.5,0
"23194","TBM2014094102",2014-09-09,"21.3m seine",-82.383583,27.858233,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"23195","TBM2014100119",2014-10-07,"21.3m seine",-82.458866,27.715483,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"23196","TBM2014100124",2014-10-07,"6.1m otter trawl",-82.458516,27.7136,"Callinectes sapidus","Blue Crab",2,0.00207563618248993,0,0,0,0,0
"23197","TBM2014100201",2014-10-06,"6.1m otter trawl",-82.513883,27.492666,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,0,0,0,0,0
"23198","TBM2014100203",2014-10-06,"21.3m seine",-82.494766,27.47165,"Callinectes sapidus","Blue Crab",4,5.88235294117647,0,0,0,0,0
"23199","TBM2014100225",2014-10-06,"6.1m otter trawl",-82.499283,27.527466,"Callinectes sapidus","Blue Crab",1,0.00103781809124497,0,0,0,0,0
"23200","TBM2014100226",2014-10-06,"6.1m otter trawl",-82.5256,27.50615,"Callinectes sapidus","Blue Crab",5,0.00613256144826571,0,0,0,0,0
"23201","TBM2014100227",2014-10-06,"6.1m otter trawl",-82.532416,27.50535,"Callinectes sapidus","Blue Crab",3,0.00289106468275384,0,0,0,0,0
"23202","TBM2014100405",2014-10-01,"183m seine",-82.689766,27.9613,"Callinectes sapidus","Blue Crab",3,0.0728155339805825,0,0,0,0,0
"23203","TBM2014100406",2014-10-01,"183m seine",-82.695933,27.960783,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"23204","TBM2014100407",2014-10-01,"21.3m seine",-82.7171,27.956633,"Callinectes sapidus","Blue Crab",1,0.714285714285714,100,1,0,0,100
"23205","TBM2014100503",2014-10-06,"21.3m seine",-82.4531,27.710033,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"23206","TBM2014100505",2014-10-06,"21.3m seine",-82.513,27.696316,"Callinectes sapidus","Blue Crab",1,0.714285714285714,100,1,0,0,100
"23207","TBM2014100603",2014-10-03,"6.1m otter trawl",-82.724066,27.535283,"Portunus spp.","Portunus Crabs",1,0.00122651228965314,100,1,0,100,0
"23208","TBM2014100607",2014-10-03,"21.3m seine",-82.604016,27.556433,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"23209","TBM2014100609",2014-10-03,"6.1m otter trawl",-82.6035,27.529833,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,90,1,0,0,90
"23210","TBM2014100707",2014-10-02,"183m seine",-82.542416,27.844866,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,80,1,8,0,72
"23211","TBM2014100806",2014-10-13,"6.1m otter trawl",-82.710233,27.68675,"Menippe spp.","Stone Crab",1,0.00112430293218205,90,1,90,0,0
"23212","TBM2014101105",2014-10-22,"21.3m seine",-82.6107,27.986366,"Menippe spp.","Stone Crab",1,0.714285714285714,100,1,0,0,100
"23213","TBM2014101205",2014-10-09,"183m seine",-82.5368,27.674183,"Limulus polyphemus","Horseshoe Crab",6,0.145631067961165,70,1,0,0,70
"23214","TBM2014101304",2014-10-14,"21.3m seine",-82.677283,27.7056,"Callinectes sapidus","Blue Crab",4,2.85714285714286,50,1,0,0,50
"23215","TBM2014101402",2014-10-13,"183m seine",-82.572733,27.55045,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,90,1,9,0,81
"23216","TBM2014101610",2014-10-23,"21.3m seine",-82.385033,27.860233,"Callinectes sapidus","Blue Crab",7,10.2941176470588,0,0,0,0,0
"23217","TBM2014110201",2014-11-10,"183m seine",-82.490833,27.71655,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"23218","TBM2014110206",2014-11-10,"183m seine",-82.51695,27.682483,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"23219","TBM2014110501",2014-11-21,"21.3m seine",-82.4087,27.8217,"Callinectes sapidus","Blue Crab",1,0.714285714285714,70,1,0,0,70
"23220","TBM2014110505",2014-11-21,"21.3m seine",-82.488333,27.870633,"Callinectes sapidus","Blue Crab",1,0.714285714285714,80,1,0,0,80
"23221","TBM2014110507",2014-11-21,"21.3m seine",-82.45205,27.9082,"Callinectes sapidus","Blue Crab",8,5.71428571428571,0,0,0,0,0
"23222","TBM2014110802",2014-11-21,"6.1m otter trawl",-82.7043,27.686716,"Menippe spp.","Stone Crab",1,0.00112430293218205,100,1,20,20,60
"23223","TBM2014110904",2014-11-06,"21.3m seine",-82.605983,27.505116,"Callinectes sapidus","Blue Crab",2,1.42857142857143,0,0,0,0,0
"23224","TBM2014110909",2014-11-06,"183m seine",-82.622216,27.52455,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,80,1,0,40,40
"23225","TBM2014111102",2014-11-20,"6.1m otter trawl",-82.649516,27.5311,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,70,1,21,35,14
"23226","TBM2014111503",2014-11-04,"21.3m seine",-82.518016,27.486966,"Callinectes sapidus","Blue Crab",2,2.94117647058824,0,0,0,0,0
"23227","TBM2014111505",2014-11-04,"21.3m seine",-82.510916,27.488366,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"23228","TBM2014111514",2014-11-04,"6.1m otter trawl",-82.483366,27.5268,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,0,0,0,0,0
"23229","TBM2014111609",2014-11-10,"6.1m otter trawl",-82.420333,27.9398,"Portunus spp.","Portunus Crabs",1,0.000642458818389741,0,0,0,0,0
"23230","TBM2014120207",2014-12-15,"183m seine",-82.558283,27.966133,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,0,0,0,0,0
"23231","TBM2014120401",2014-12-01,"21.3m seine",-82.493,27.47335,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"23232","TBM2014120422",2014-12-01,"21.3m seine",-82.553483,27.498316,"Callinectes sapidus","Blue Crab",2,2.94117647058824,0,0,0,0,0
"23233","TBM2014120505",2014-12-04,"21.3m seine",-82.497916,27.8197,"Callinectes sapidus","Blue Crab",2,1.42857142857143,10,1,0,0,10
"23234","TBM2014121003",2014-12-15,"21.3m seine",-82.54675,27.95125,"Callinectes sapidus","Blue Crab",1,0.714285714285714,5,1,0,0,5
"23235","TBM2014121005",2014-12-15,"21.3m seine",-82.550583,27.93995,"Callinectes sapidus","Blue Crab",1,0.714285714285714,100,1,0,50,50
"23236","TBM2014121107",2014-12-10,"183m seine",-82.618683,27.551683,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,100,1,40,40,20
"23237","TBM2014121108",2014-12-10,"183m seine",-82.604183,27.555433,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,100,1,20,80,0
"23238","TBM2015010101",2015-01-14,"183m seine",-82.44585,27.808333,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,0,0,0,0,0
"23239","TBM2015010402",2015-01-20,"21.3m seine",-82.6772,27.677383,"Callinectes sapidus","Blue Crab",3,2.14285714285714,90,1,0,18,72
"23240","TBM2015010504",2015-01-27,"21.3m seine",-82.470483,27.523866,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"23241","TBM2015010512",2015-01-27,"21.3m seine",-82.51195,27.507516,"Callinectes sapidus","Blue Crab",3,4.41176470588235,0,0,0,0,0
"23242","TBM2015010518",2015-01-27,"21.3m seine",-82.516616,27.494016,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"23243","TBM2015010524",2015-01-27,"21.3m seine",-82.4955,27.46715,"Callinectes sapidus","Blue Crab",3,4.41176470588235,0,0,0,0,0
"23244","TBM2015010526",2015-01-27,"6.1m otter trawl",-82.494516,27.479216,"Callinectes sapidus","Blue Crab",1,0.00103781809124497,0,0,0,0,0
"23245","TBM2015010605",2015-01-07,"183m seine",-82.680033,27.698683,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,60,1,0,48,12
"23246","TBM2015010607",2015-01-07,"183m seine",-82.711383,27.705583,"Callinectes sapidus","Blue Crab",17,0.412621359223301,80,1,0,0,80
"23247","TBM2015010706",2015-01-15,"21.3m seine",-82.537216,27.867766,"Callinectes sapidus","Blue Crab",2,1.42857142857143,100,1,0,0,100
"23248","TBM2015010905",2015-01-06,"183m seine",-82.601866,27.58845,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,90,1,90,0,0
"23249","TBM2015011106",2015-01-12,"183m seine",-82.6163,27.583283,"Callinectes sapidus","Blue Crab",5,0.121359223300971,70,1,42,28,0
"23250","TBM2015011210",2015-01-13,"6.1m otter trawl",-82.388933,27.857233,"Callinectes sapidus","Blue Crab",3,0.00337290879654614,0,0,0,0,0
"23251","TBM2015011308",2015-01-07,"6.1m otter trawl",-82.563716,27.9503,"Menippe spp.","Stone Crab",1,0.000613256144826571,0,0,0,0,0
"23252","TBM2015020203",2015-02-04,"21.3m seine",-82.7057,27.717316,"Callinectes sapidus","Blue Crab",2,1.42857142857143,100,1,20,40,40
"23253","TBM2015020204",2015-02-04,"21.3m seine",-82.743666,27.740183,"Callinectes sapidus","Blue Crab",1,0.714285714285714,100,1,90,0,10
"23254","TBM2015020207",2015-02-04,"21.3m seine",-82.74025,27.646583,"Portunus spp.","Portunus Crabs",1,0.714285714285714,0,0,0,0,0
"23255","TBM2015020406",2015-02-09,"6.1m otter trawl",-82.48385,27.92025,"Callinectes sapidus","Blue Crab",7,0.004292793013786,0,0,0,0,0
"23256","TBM2015020608",2015-02-12,"21.3m seine",-82.547133,27.952083,"Callinectes sapidus","Blue Crab",2,1.42857142857143,30,1,0,0,30
"23257","TBM2015020901",2015-02-18,"6.1m otter trawl",-82.37915,27.857683,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,0,0,0,0,0
"23258","TBM2015020907",2015-02-18,"21.3m seine",-82.3766,27.859666,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"23259","TBM2015020909",2015-02-18,"21.3m seine",-82.37795,27.8589,"Callinectes sapidus","Blue Crab",5,7.35294117647059,0,0,0,0,0
"23260","TBM2015021105",2015-02-10,"21.3m seine",-82.63965,27.895316,"Callinectes sapidus","Blue Crab",2,1.42857142857143,0,0,0,0,0
"23261","TBM2015021203",2015-02-23,"21.3m seine",-82.590866,27.851783,"Callinectes sapidus","Blue Crab",1,0.714285714285714,95,1,38,0,57
"23262","TBM2015021206",2015-02-23,"183m seine",-82.590533,27.8129,"Portunus spp.","Portunus Crabs",12,0.29126213592233,3,1,0,0,3
"23263","TBM2015021305",2015-02-12,"21.3m seine",-82.48275,27.715183,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"23264","TBM2015021401",2015-02-17,"21.3m seine",-82.528233,27.49855,"Callinectes sapidus","Blue Crab",3,4.41176470588235,0,0,0,0,0
"23265","TBM2015021407",2015-02-17,"21.3m seine",-82.538916,27.5016,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"23266","TBM2015021413",2015-02-17,"6.1m otter trawl",-82.492266,27.525316,"Callinectes sapidus","Blue Crab",5,0.00613256144826571,0,0,0,0,0
"23267","TBM2015021415",2015-02-17,"6.1m otter trawl",-82.5306,27.505416,"Callinectes sapidus","Blue Crab",1,0.00122651228965314,0,0,0,0,0
"23268","TBM2015021416",2015-02-17,"6.1m otter trawl",-82.514316,27.492966,"Callinectes sapidus","Blue Crab",3,0.00367953686895943,0,0,0,0,0
"23269","TBM2015021424",2015-02-17,"21.3m seine",-82.505666,27.486916,"Callinectes sapidus","Blue Crab",2,2.94117647058824,0,0,0,0,0
"23270","TBM2015021426",2015-02-17,"21.3m seine",-82.51825,27.492116,"Callinectes sapidus","Blue Crab",3,4.41176470588235,0,0,0,0,0
"23271","TBM2015030102",2015-03-03,"21.3m seine",-82.597266,27.530833,"Callinectes sapidus","Blue Crab",1,0.714285714285714,50,1,0,0,50
"23272","TBM2015030207",2015-03-04,"21.3m seine",-82.481416,27.881066,"Callinectes sapidus","Blue Crab",1,0.714285714285714,25,1,0,0,25
"23273","TBM2015030309",2015-03-09,"21.3m seine",-82.43325,27.937583,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"23274","TBM2015030405",2015-03-05,"21.3m seine",-82.718983,27.6631,"Callinectes sapidus","Blue Crab",1,0.714285714285714,100,1,100,0,0
"23275","TBM2015030507",2015-03-10,"21.3m seine",-82.6156,27.509233,"Callinectes sapidus","Blue Crab",1,0.714285714285714,100,1,0,0,100
"23276","TBM2015030613",2015-03-16,"6.1m otter trawl",-82.47065,27.7151,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,0,0,0,0,0
"23277","TBM2015030614",2015-03-16,"6.1m otter trawl",-82.478166,27.714883,"Callinectes sapidus","Blue Crab",6,0.00809498111171074,0,0,0,0,0
"23278","TBM2015030615",2015-03-16,"21.3m seine",-82.4768,27.71765,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"23279","TBM2015030804",2015-03-09,"21.3m seine",-82.3831,27.8586,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"23280","TBM2015030805",2015-03-09,"21.3m seine",-82.367266,27.856516,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"23281","TBM2015030907",2015-03-17,"183m seine",-82.641316,27.703016,"Callinectes sapidus","Blue Crab",28,0.679611650485437,50,1,0,0,50
"23282","TBM2015031002",2015-03-05,"21.3m seine",-82.560583,27.93665,"Callinectes sapidus","Blue Crab",4,2.85714285714286,40,1,0,0,40
"23283","TBM2015031009",2015-03-05,"21.3m seine",-82.532266,27.879566,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"23284","TBM2015031401",2015-03-17,"21.3m seine",-82.530816,27.501666,"Callinectes sapidus","Blue Crab",7,10.2941176470588,10,1,0,0,10
"23285","TBM2015031409",2015-03-17,"6.1m otter trawl",-82.559733,27.499916,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,0,0,0,0,0
"23286","TBM2015031424",2015-03-17,"21.3m seine",-82.494216,27.4777,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"23287","TBM2015031427",2015-03-17,"6.1m otter trawl",-82.5114,27.4823,"Callinectes sapidus","Blue Crab",1,0.00112430293218205,0,0,0,0,0
"23288","TBM2015040304",2015-04-08,"21.3m seine",-82.626216,27.773983,"Callinectes sapidus","Blue Crab",1,0.714285714285714,0,0,0,0,0
"23289","TBM2015040305",2015-04-08,"183m seine",-82.5469,27.84885,"Callinectes sapidus","Blue Crab",2,0.0485436893203883,80,1,48,0,32
"23290","TBM2015040306",2015-04-08,"183m seine",-82.548283,27.852333,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,50,1,0,0,35
"23291","TBM2015040410",2015-04-02,"21.3m seine",-82.470566,27.52215,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"23292","TBM2015040412",2015-04-02,"21.3m seine",-82.468616,27.5186,"Callinectes sapidus","Blue Crab",2,2.94117647058824,0,0,0,0,0
"23293","TBM2015040416",2015-04-02,"6.1m otter trawl",-82.501416,27.48385,"Callinectes sapidus","Blue Crab",2,0.00224860586436409,0,0,0,0,0
"23294","TBM2015040417",2015-04-02,"6.1m otter trawl",-82.501683,27.48065,"Callinectes sapidus","Blue Crab",3,0.00337290879654614,0,0,0,0,0
"23295","TBM2015040420",2015-04-02,"21.3m seine",-82.4947,27.471516,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"23296","TBM2015040501",2015-04-13,"21.3m seine",-82.590683,27.503766,"Portunus spp.","Portunus Crabs",1,0.714285714285714,100,1,0,0,100
"23297","TBM2015040507",2015-04-13,"21.3m seine",-82.5572,27.599683,"Callinectes sapidus","Blue Crab",1,0.714285714285714,90,1,0,0,72
"23298","TBM2015040602",2015-04-01,"183m seine",-82.680066,27.697616,"Callinectes sapidus","Blue Crab",1,0.0242718446601942,40,1,0,20,20
"23299","TBM2015040604",2015-04-01,"183m seine",-82.722583,27.70785,"Callinectes sapidus","Blue Crab",15,0.364077669902913,40,1,12,0,28
"23300","TBM2015040606",2015-04-01,"21.3m seine",-82.7192,27.66175,"Callinectes sapidus","Blue Crab",5,3.57142857142857,100,1,100,0,0
"23301","TBM2015040909",2015-04-01,"21.3m seine",-82.45895,27.705666,"Callinectes sapidus","Blue Crab",1,1.47058823529412,0,0,0,0,0
"23302","TBM2015050101",2015-05-20,"21.3m seine",-82.493716,27.723016,"Callinectes sapidus","Blue Crab",1,0.714285714285714,90,1,9,0,81
"23303","TBM2015050101",2015-05-20,"21.3m seine",-82.493716,27.723016,"Portunus spp.","Portunus Crabs",5,3.57142857142857,90,1,9,0,81
"23304","TBM2015050107",2015-05-20,"183m seine",-82.488416,27.822166,"Callinectes sapidus","Blue Crab",3,0.0728155339805825,90,1,0,0,90
"23305","TBM2015050401",2015-05-14,"6.1m otter trawl",-82.375616,27.856916,"Callinectes sapidus","Blue Crab",1,0.00122651228965314,0,0,0,0,0
"23306","TBM2015050502",2015-05-18,"183m seine",-82.622633,27.7861,"Callinectes sapidus","Blue Crab",116,2.81553398058252,85,1,0,0,34
"23307","TBM2015051002",2015-05-14,"6.1m otter trawl",-82.683216,27.660416,"Callinectes sapidus","Blue Crab",37,0.0415992084907357,90,1,27,63,0
"23308","TBM2015051002",2015-05-14,"6.1m otter trawl",-82.683216,27.660416,"Portunus spp.","Portunus Crabs",1,0.00112430293218205,90,1,27,63,0
"23309","TBM2015051003",2015-05-14,"6.1m otter trawl",-82.6719,27.674366,"Callinectes sapidus","Blue Crab",3,0.00337290879654614,70,1,14,56,0
"23310","TBM2015051004",2015-05-14,"6.1m otter trawl",-82.686533,27.700916,"Callinectes sapidus","Blue Crab",11,0.0123673322540025,75,1,30,45,0
"23311","TBM2015051006",2015-05-14,"6.1m otter trawl",-82.721916,27.724633,"Callinectes sapidus","Blue Crab",17,0.0191131498470948,70,1,0,70,0
