OBJECTID,Survey,StartDepth,Lat_DD,Long_DD,SDate,Depth_1,Temp_1,pH_1,Salinity_1,DisO2_1,Depth_2,Temp_2,pH_2,Salinity_2,DisO2_2,BttmType1,BttmType2,BttmType3,BttmType4,BttmVeg1,BV1_PercComp,BttmVeg2,BV2_PercComp,BttmVeg3,BV3_PercComp,BttmVeg4,BV4_PercComp,BV_TotalCover
968,FKM12120104,1.0000000,24.732800000000001,-80.988883329999993,12/10/2012 11:37:00,0.2000000,27.7999992,,34.9000015,4.4000001,1.0000000,28.0000000,,34.7999992,4.1999998,M,S,,,TH,X,,,,,,,85
969,FKM12120105,0.5000000,24.716066670000000,-81.028716669999994,12/10/2012 12:10:00,0.2000000,26.6000004,,33.5000000,4.5999999,0.5000000,26.7999992,,34.2000008,4.6999998,S,,,,TH,X,,,,,,,95
970,FKM12120106,1.2000000,24.716249999999999,-81.042966669999998,12/10/2012 12:47:00,0.2000000,27.2999992,,33.7000008,5.0999999,1.2000000,27.3999996,,34.4000015,5.1999998,S,M,,,TH,X,,,,,,,100
971,FKM12120107,1.2000000,24.709916666666668,-81.065449999999998,12/10/2012 13:19:00,0.2000000,28.1000004,,35.0000000,4.3000002,1.2000000,28.2000008,,35.0999985,4.5999999,M,,,,TH,X,,,,,,,100
972,FKM12120108,0.8000000,24.686850000000000,-81.091116670000005,12/10/2012 14:00:00,0.2000000,28.7000008,,34.2000008,4.5000000,0.8000000,29.2000008,,33.7999992,4.8000002,H,,,,TH,X,,,,,,,90
973,FKM12120109,1.0000000,24.690733333333334,-81.113133329999997,12/10/2012 14:33:00,0.2000000,28.6000004,,34.7000008,6.6999998,1.0000000,28.7999992,,34.9000015,6.9000001,M,,,,TH,X,,,,,,,85
974,FKM12120201,0.6000000,24.727100000000000,-81.006299999999996,12/14/2012 10:10:00,0.6000000,24.2000008,7.6999998,35.5000000,3.5999999,,,,,,S,,,,SG,X,,,,,,,50
975,FKM13010101,0.6000000,24.687316666666668,-81.102633333333330,1/3/2013 9:24:00,0.2000000,23.1000004,8.0000000,34.9000015,,0.6000000,23.1000004,8.1000004,34.9000015,,M,,,,TH,X,,,,,,,90
976,FKM13010102,0.6000000,24.687466666666666,-81.094316666666671,1/3/2013 9:51:00,0.2000000,22.6000004,8.1000004,34.7999992,,0.6000000,22.6000004,8.1000004,34.5999985,,M,,,,TH,X,,,,,,,100
977,FKM13010103,0.3000000,24.701066666666666,-81.074533333333335,1/3/2013 10:38:00,0.3000000,23.6000004,8.1999998,34.7999992,,,,,,,S,M,,,HA,X,,,,,,,100
978,FKM13010104,0.8000000,24.715183333333332,-81.048100000000005,1/3/2013 11:04:00,0.2000000,23.7000008,8.1000004,34.5999985,,0.8000000,23.7000008,8.1999998,34.5999985,,M,,,,TH,X,,,,,,,80
979,FKM13010105,0.8000000,24.716000000000001,-81.032566666666668,1/3/2013 11:48:00,0.2000000,22.6000004,8.1999998,34.9000015,,0.8000000,22.6000004,8.1999998,35.0000000,,S,M,,,TH,8,LA,2,,,,,100
980,FKM13010106,0.6000000,24.727899999999998,-81.004216666666665,1/3/2013 12:23:00,0.2000000,24.7000008,8.0000000,34.7000008,,0.6000000,24.6000004,8.0000000,34.5000000,,M,,,,HA,X,,,,,,,50
981,FKM13010107,0.6000000,24.732183333333332,-80.994483333333335,1/3/2013 13:02:00,0.2000000,24.3999996,8.1000004,34.9000015,,0.6000000,24.2999992,8.1999998,34.9000015,,S,,,,TH,4,HA,6,,,,,80
982,FKM13010108,0.8000000,24.738116666666667,-80.975616666666667,1/3/2013 13:27:00,0.2000000,23.5000000,8.1999998,35.2000008,,0.8000000,23.5000000,8.1999998,35.2999992,,S,,,,TH,9,AC,1,,,,,80
983,FKM13010109,0.4000000,24.752716666666668,-80.961766666666662,1/3/2013 13:50:00,0.2000000,26.2000008,8.3000002,35.0999985,,,,,,,S,M,,,HA,9,TH,1,,,,,100
984,FKM13010110,0.6000000,24.763233333333332,-80.944883333333337,1/3/2013 14:19:00,0.2000000,25.3999996,8.1999998,35.0000000,,0.6000000,25.3999996,8.1999998,35.0999985,,M,,,,TH,X,,,,,,,85
985,FKM13020101,0.8000000,24.763483333333333,-80.942700000000002,2/12/2013 9:32:00,0.2000000,23.0000000,8.1999998,36.9000015,6.4000001,0.8000000,23.1000004,8.3000002,36.7999992,4.6999998,M,,,,TH,X,,,,,,,80
986,FKM13020102,0.5000000,24.750800000000002,-80.964183333333338,2/12/2013 10:07:00,0.5000000,23.5000000,8.1999998,36.7000008,8.0000000,,,,,,S,,,,HA,X,,,,,,,60
987,FKM13020103,0.7000000,24.748300000000000,-80.966499999999996,2/12/2013 10:33:00,0.2000000,24.0000000,8.1999998,36.7000008,8.1999998,0.7000000,24.2000008,8.1999998,31.2999992,8.1999998,M,,,,HA,X,,,,,,,90
988,FKM13020104,0.8000000,24.729949999999999,-81.000299999999996,2/12/2013 11:08:00,0.2000000,24.1000004,8.1999998,36.7000008,7.3000002,0.8000000,24.1000004,8.1999998,36.5000000,6.9000001,S,,,,TH,X,,,,,,,100
989,FKM13020105,0.8000000,24.728966666666668,-81.002083333333331,2/12/2013 11:30:00,0.2000000,24.2999992,8.1000004,36.5999985,6.5000000,0.8000000,24.2999992,8.1000004,36.2000008,6.1999998,M,S,,,HA,7,TH,3,,,,,70
990,FKM13020106,0.9000000,24.714066666666668,-81.029833333333329,2/12/2013 12:11:00,0.2000000,24.2999992,8.1000004,36.7000008,7.5000000,0.9000000,24.3999996,8.1999998,36.4000015,7.0999999,S,,,,TH,X,,,,,,,90
991,FKM13020107,0.7000000,24.716133333333332,-81.045933333333338,2/12/2013 12:37:00,0.2000000,24.7999992,8.1999998,36.7000008,9.1000004,0.7000000,24.8999996,8.1999998,36.7000008,8.5000000,S,,,,TH,X,,,,,,,100
992,FKM13020108,0.8000000,24.707650000000001,-81.067633333333333,2/12/2013 13:04:00,0.2000000,26.6000004,8.3000002,37.0000000,11.3000002,0.8000000,26.6000004,8.3000002,36.7000008,9.6999998,S,M,,,TH,X,,,,,,,100
993,FKM13020109,0.6000000,24.685983333333333,-81.092849999999999,2/12/2013 13:34:00,0.2000000,24.6000004,8.1999998,36.7999992,8.6000004,0.6000000,24.7000008,8.1999998,35.2000008,8.0000000,S,,,,TH,X,,,,,,,85
994,FKM13020110,0.5000000,24.689316666666667,-81.112416666666661,2/12/2013 13:52:00,0.5000000,25.2000008,8.1000004,37.2000008,8.0000000,,,,,,M,,,,TH,X,,,,,,,100
995,FKM13030101,0.8000000,24.763883333333332,-80.944366666666667,3/12/2013 9:50:00,0.2000000,21.7000008,8.3999996,36.4000015,8.3999996,0.8000000,21.7000008,8.3000002,36.5000000,8.0000000,M,,,,TH,X,,,,,,,60
996,FKM13030102,0.8000000,24.756283333333332,-80.957066666666663,3/12/2013 10:30:00,0.2000000,22.1000004,8.1999998,36.2999992,7.8000002,0.8000000,22.1000004,8.1999998,36.2000008,7.3000002,M,,,,HA,X,,,,,,,80
997,FKM13030103,0.8000000,24.730550000000001,-80.999166666666667,3/12/2013 11:30:00,0.2000000,22.3999996,8.1999998,36.0999985,6.8000002,0.8000000,22.3999996,8.1000004,36.0000000,6.9000001,M,,,,HA,X,,,,,,,10
998,FKM13030104,0.6000000,24.728733333333334,-81.002499999999998,3/12/2013 12:10:00,0.2000000,23.1000004,8.1000004,36.0000000,6.9000001,0.6000000,23.0000000,8.1000004,36.0000000,7.0000000,M,S,,,HA,5,TH,5,,,,,80
999,FKM13030105,1.2000000,24.713366666666666,-81.031833333333338,3/12/2013 12:45:00,0.2000000,21.6000004,8.1999998,35.5999985,8.6000004,0.8000000,21.5000000,8.1999998,35.5999985,8.6000004,M,,,,TH,X,,,,,,,90
1000,FKM13030106,0.8000000,24.716550000000002,-81.048900000000003,3/12/2013 13:35:00,0.2000000,23.2999992,8.1999998,36.0000000,8.6000004,0.8000000,23.2999992,8.1999998,36.0000000,9.1000004,M,,,,TH,X,,,,,,,80
1001,FKM13030107,0.5000000,24.709366666666668,-81.070683333333335,3/12/2013 14:40:00,0.2000000,25.2000008,8.1000004,37.2999992,9.1999998,,,,,,M,,,,SY,X,,,,,,,100
1002,FKM13030108,0.7000000,24.686783333333334,-81.093549999999993,3/12/2013 15:30:00,0.2000000,23.7000008,8.1999998,36.0000000,9.3000002,0.6000000,23.7000008,8.1999998,36.0000000,9.3999996,S,M,,,TH,X,,,,,,,60
1003,FKM13030109,0.5000000,24.686666666666667,-81.106049999999996,3/12/2013 16:10:00,0.2000000,25.2000008,8.3000002,36.5999985,11.3000002,,,,,,S,M,,,TH,X,,,,,,,80
1004,FKM13040101,0.7000000,24.761066666666668,-80.947683333333330,4/2/2013 9:40:00,0.2000000,25.2000008,8.1999998,36.7999992,7.0999999,0.7000000,25.1000004,8.3000002,36.7000008,6.6999998,S,,,,TH,X,,,,,,,90
1005,FKM13040102,1.0000000,24.740766666666666,-80.972716666666670,4/2/2013 10:23:00,0.2000000,23.6000004,8.1999998,36.7999992,9.3000002,1.0000000,23.5000000,8.1999998,36.7000008,9.3000002,S,,,,TH,X,,,,,,,85
1006,FKM13040103,0.5000000,24.745300000000000,-80.966866666666661,4/2/2013 11:11:00,0.5000000,24.2999992,8.1999998,36.9000015,9.8999996,,,,,,S,,,,AG,X,,,,,,,40
1007,FKM13040104,0.7000000,24.732366666666667,-80.993466666666663,4/2/2013 11:39:00,0.2000000,25.7000008,8.1000004,37.0000000,9.5000000,0.7000000,25.7000008,8.1999998,37.0000000,9.8000002,M,,,,TH,X,,,,,,,100
1008,FKM13040105,1.5000000,24.726150000000001,-81.007333333333335,4/2/2013 12:14:00,0.2000000,24.7999992,8.1999998,37.0999985,10.8000002,1.5000000,24.7000008,8.1999998,36.9000015,10.8999996,S,,,,TH,X,,,,,,,80
1009,FKM13040106,1.0000000,24.716116666666668,-81.027766666666665,4/2/2013 12:55:00,0.2000000,24.7000008,8.1000004,37.2000008,10.5000000,1.0000000,24.7999992,8.1000004,37.2000008,10.3999996,S,,,,TH,8,CA,2,,,,,70
1010,FKM13040107,1.2000000,24.712983333333334,-81.039833333333334,4/2/2013 13:20:00,0.2000000,24.8999996,8.1999998,36.9000015,11.3000002,1.2000000,25.0000000,8.1999998,36.9000015,11.3999996,M,,,,TH,8,PE,2,,,,,95
1011,FKM13040108,0.8000000,24.712734999999999,-81.064383333333339,4/2/2014 13:52:00,0.2000000,27.5000000,8.1000004,37.4000015,9.8999996,0.8000000,27.7999992,8.1000004,37.2000008,9.8999996,M,,,,HA,5,TH,5,,,,,95
1012,FKM13040109,0.8000000,24.687833333333334,-81.095733333333328,4/2/2013 14:30:00,0.2000000,26.8999996,8.1999998,36.9000015,11.6000004,0.8000000,25.7999992,8.1999998,36.4000015,11.8000002,M,,,,TH,X,,,,,,,90
1013,FKM13040110,0.8000000,24.689733333333333,-81.112250000000003,4/2/2013 14:58:00,0.2000000,28.3999996,8.1999998,37.0999985,10.5000000,0.8000000,28.3999996,8.1999998,36.7000008,10.1000004,M,,,,TH,7,HA,3,,,,,95
1014,FKM13050101,0.5000000,24.761450000000000,-80.947749999999999,5/2/2013 9:35:00,0.5000000,25.2999992,8.0000000,35.7999992,7.5000000,,,,,,S,,,,TH,X,,,,,,,90
1015,FKM13050102,0.5000000,24.749866666666666,-80.963183333333333,5/2/2013 10:08:00,0.5000000,26.1000004,8.0000000,34.9000015,6.8000002,,,,,,S,,,,TH,X,,,,,,,95
1016,FKM13050103,0.8000000,24.735983333333333,-80.983383333333336,5/2/2013 10:38:00,0.2000000,26.5000000,8.1000004,35.5999985,8.6000004,0.8000000,26.5000000,8.1000004,35.2999992,8.5000000,S,,,,TH,X,,,,,,,80
1017,FKM13050104,0.6000000,24.732233333333333,-80.993866666666662,5/2/2013 11:05:00,0.2000000,26.3999996,7.9000001,34.0000000,7.6999998,0.6000000,26.3999996,8.0000000,33.7000008,8.0000000,S,,,,TH,9,SG,1,,,,,95
1018,FKM13050105,0.6000000,24.729283333333335,-81.001183333333330,5/2/2013 11:40:00,0.2000000,26.3999996,8.0000000,34.7999992,8.8999996,0.6000000,26.3999996,8.0000000,34.7999992,9.1000004,S,,,,HA,X,,,,,,,75
1019,FKM13050106,0.6000000,24.714433333333332,-81.028750000000002,5/2/2013 12:06:00,0.2000000,26.3999996,8.0000000,35.7999992,8.3999996,0.6000000,26.3999996,8.0000000,35.5999985,8.6999998,S,,,,HA,X,,,,,,,60
1020,FKM13050107,0.7000000,24.716433333333335,-81.045916666666670,5/2/2013 12:47:00,0.2000000,26.3999996,8.1000004,36.0999985,9.0000000,0.7000000,26.3999996,8.1000004,35.5000000,9.1000004,M,,,,TH,X,,,,,,,98
1021,FKM13050108,0.7000000,24.704433333333334,-81.072000000000003,5/2/2013 13:11:00,0.2000000,25.7000008,7.9000001,33.2999992,8.5000000,0.7000000,25.7999992,7.8000002,33.0999985,9.0000000,M,,,,HA,X,,,,,,,75
1022,FKM13050201,0.5000000,24.688333333333333,-81.089533333333335,5/3/2013 9:30:00,0.5000000,24.6000004,7.8000002,34.0000000,5.4000001,,,,,,S,,,,TH,8,HA,2,,,,,75
1023,FKM13050202,0.5000000,24.692633333333333,-81.113749999999996,5/3/2013 9:57:00,0.5000000,24.8999996,7.8000002,33.5999985,5.3000002,,,,,,M,,,,TH,2,HA,8,,,,,90
1024,FKM13060101,0.5000000,24.762933333333333,-80.945499999999996,6/21/2013 10:00:00,0.5000000,28.8999996,8.1000004,35.2000008,6.3000002,,,,,,M,,,,HA,X,,,,,,,93
1025,FKM13060102,0.6000000,24.750850000000000,-80.962666666666664,6/21/2013 10:31:00,0.2000000,29.6000004,8.0000000,35.5000000,6.0000000,0.8000000,29.7000008,8.0000000,35.2999992,6.5999999,S,,,,TH,6,HA,4,,,,,70
1026,FKM13060103,0.5000000,24.744800000000001,-80.967033333333333,6/21/2013 11:10:00,0.2000000,30.3999996,8.0000000,35.2999992,8.5000000,0.5000000,30.3999996,8.0000000,35.5000000,8.3999996,S,,,,TH,X,,,,,,,80
1027,FKM13060104,0.7000000,24.732550000000000,-80.992666666666665,6/21/2013 11:38:00,0.2000000,30.5000000,8.0000000,35.2000008,7.6999998,0.7000000,30.5000000,8.0000000,35.2000008,7.5999999,M,,,,TH,X,,,,,,,100
1028,FKM13060105,0.7000000,24.726099999999999,-81.007616666666664,6/21/2013 12:12:00,0.2000000,31.0000000,8.0000000,35.0999985,8.6999998,0.7000000,31.0000000,8.0000000,34.7999992,8.8999996,S,,,,TH,5,SY,5,,,,,95
1029,FKM13060106,0.7000000,24.715616666666666,-81.027116666666672,6/21/2013 12:46:00,0.2000000,30.7999992,8.0000000,34.7999992,8.1000004,0.7000000,31.2000008,8.0000000,34.2999992,8.3999996,S,,,,TH,4,HA,4,PE,2,,,98
1030,FKM13060107,0.8000000,24.711900000000000,-81.037533333333329,6/21/2013 13:14:00,0.2000000,31.7000008,8.0000000,35.0000000,9.5000000,0.8000000,31.7000008,8.1000004,35.0000000,9.6000004,M,,,,TH,9,AC,1,,,,,100
1031,FKM13120101,0.6000000,24.761233333333333,-80.948099999999997,12/10/2013 9:48:00,0.2000000,24.3999996,8.1000004,36.7000008,6.5999999,0.6000000,24.3999996,8.1000004,36.7000008,6.5999999,M,,,,TH,X,,,,,,,90
1032,FKM13120102,0.3000000,24.756333333333334,-80.956366666666668,12/10/2013 10:18:00,0.2000000,24.1000004,8.1000004,36.7000008,7.0999999,,,,,,S,M,,,TH,5,HA,5,,,,,80
1033,FKM13120103,0.7000000,24.746099999999998,-80.965683333333331,12/10/2013 10:44:00,0.2000000,24.8999996,8.1000004,36.5999985,6.3000002,0.7000000,24.8999996,8.1000004,36.5999985,6.1999998,S,,,,TH,8,HA,2,,,,,75
1034,FKM13120104,0.5000000,24.730850000000000,-80.997916666666669,12/10/2013 11:11:00,0.2000000,25.2999992,8.1000004,36.5999985,7.5000000,0.5000000,25.2999992,8.1000004,36.5999985,7.5000000,M,,,,TH,X,,,,,,,90
1035,FKM13120105,0.8000000,24.729366666666667,-81.000916666666669,12/10/2013 11:34:00,0.2000000,25.0000000,8.1000004,36.5000000,7.1999998,0.8000000,25.0000000,8.1000004,36.5000000,7.1999998,M,,,,TH,X,,,,,,,100
1036,FKM13120106,0.7000000,24.715366666666668,-81.028516666666661,12/10/2013 11:57:00,0.2000000,25.2999992,8.1000004,36.5999985,7.0000000,0.5000000,25.2999992,8.1000004,36.5999985,6.6999998,S,,,,TH,5,CA,5,,,,,40
1037,FKM13120107,0.8000000,24.714150000000000,-81.050316666666660,12/10/2013 12:26:00,0.2000000,25.1000004,8.1000004,36.5000000,6.8000002,0.7000000,25.1000004,8.1000004,36.5000000,6.6999998,S,,,,TH,X,,,,,,,80
1038,FKM13120108,0.9000000,24.706233333333333,-81.069633333333329,12/10/2013 12:52:00,0.2000000,25.2000008,8.0000000,36.7000008,6.4000001,0.7000000,25.2000008,8.0000000,36.7000008,6.5000000,M,,,,TH,6,HA,4,,,,,100
1039,FKM13120109,0.7000000,24.688533333333332,-81.098249999999993,12/10/2013 13:22:00,0.2000000,26.2000008,8.1999998,36.5999985,8.5000000,0.6000000,26.1000004,8.1999998,36.5999985,8.5000000,M,,,,TH,X,,,,,,,100
1040,FKM13120110,0.7000000,24.688400000000001,-81.102616666666663,12/10/2013 13:52:00,0.2000000,26.7000008,8.1000004,36.5999985,7.8000002,0.5000000,26.6000004,8.1000004,36.5999985,7.8000002,M,,,,TH,X,,,,,,,90
1041,FKM14010101,0.7000000,24.760366666666666,-80.948533333333330,1/6/2014 9:47:00,0.2000000,23.2000008,8.0000000,37.0000000,5.5999999,0.7000000,23.7000008,8.0000000,37.0999985,5.5000000,S,,,,TH,9,AC,1,,,,,100
1042,FKM14010102,0.8000000,24.758666666666667,-80.952833333333331,1/6/2014 10:38:00,0.2000000,27.2999992,8.0000000,37.0999985,6.0999999,0.8000000,27.2999992,8.1000004,37.0999985,6.0999999,M,,,,TH,9,,,,,,,90
1043,FKM14010103,1.0000000,24.738516666666666,-80.975133333333332,1/6/2014 11:08:00,0.2000000,23.6000004,8.0000000,36.7000008,6.6999998,1.0000000,23.5000000,8.1000004,37.0999985,6.6999998,S,,,,TH,9,SY,1,,,,,70
1044,FKM14010104,0.9000000,24.733300000000000,-80.989783333333335,1/6/2014 11:38:00,0.2000000,23.7000008,7.9000001,37.0000000,5.5999999,0.9000000,23.7000008,7.9000001,37.0999985,5.3000002,M,,,,TH,X,,,,,,,80
1045,FKM14010105,0.7000000,24.725950000000001,-81.007983333333328,1/6/2014 12:05:00,0.2000000,24.0000000,8.1000004,37.0000000,6.9000001,0.7000000,24.0000000,8.1000004,37.0999985,7.0000000,S,,,,SY,X,,,,,,,90
1046,FKM14010106,0.9000000,24.713149999999999,-81.031733333333335,1/6/2014 12:40:00,0.2000000,24.6000004,8.1000004,36.7000008,6.5999999,0.9000000,24.6000004,8.1000004,36.9000015,6.5999999,S,,,,TH,,AC,,,,,,70
1047,FKM14010107,1.2000000,24.714316666666665,-81.038083333333333,1/6/2014 13:10:00,0.2000000,24.7000008,8.1000004,37.0999985,6.9000001,1.2000000,24.5000000,8.1000004,37.0999985,6.6999998,M,,,,TH,9,AC,1,,,,,70
1048,FKM14010108,1.1000000,24.703583333333334,-81.071983333333336,1/6/2014 13:38:00,0.2000000,24.7999992,8.1999998,36.9000015,8.1999998,1.1000000,24.7999992,8.1999998,36.9000015,9.1000004,M,,,,TH,X,,,,,,,100
1049,FKM14010109,0.8000000,24.686599999999999,-81.092966666666669,1/6/2014 14:04:00,0.2000000,25.5000000,8.1999998,37.0000000,8.3999996,0.8000000,25.6000004,8.1999998,37.0000000,8.1999998,S,,,,TH,9,AG,1,,,,,95
1050,FKM14010110,0.8000000,24.687766666666668,-81.110233333333326,1/6/2014 14:25:00,0.2000000,25.5000000,8.1999998,37.0000000,8.5000000,0.8000000,25.3999996,8.1999998,35.5999985,7.9000001,M,,,,TH,X,,,,,,,100
1051,FKM14020101,0.9000000,24.761783333333334,-80.943166666666670,2/7/2014 9:53:00,0.2000000,25.6000004,8.0000000,35.7999992,5.8000002,0.9000000,25.7000008,8.0000000,35.7999992,5.9000001,M,,,,TH,X,,,,,,,80
1052,FKM14020102,0.5000000,24.755183333333335,-80.957700000000003,2/7/2014 10:23:00,0.2000000,25.8999996,8.1000004,35.9000015,6.9000001,0.5000000,25.8999996,8.1000004,36.0000000,7.0000000,S,,,,TH,X,,,,,,,75
1053,FKM14020103,0.8000000,24.737416666666668,-80.984433333333328,2/7/2014 10:54:00,0.2000000,26.1000004,8.1000004,35.7999992,6.6999998,0.8000000,26.1000004,8.1000004,35.7999992,6.6999998,S,,,,TH,8,AC,2,,,,,70
1054,FKM14020104,0.8000000,24.731216666666668,-80.992433333333338,2/7/2014 11:30:00,0.2000000,26.5000000,8.1000004,35.7999992,6.9000001,0.8000000,26.5000000,8.1000004,35.7999992,7.0999999,M,,,,TH,X,,,,,,,100
1055,FKM14020105,0.7000000,24.728383333333333,-81.003033333333335,2/7/2014 12:04:00,0.2000000,26.5000000,8.0000000,35.7999992,7.5000000,0.7000000,26.5000000,8.0000000,35.7999992,7.4000001,S,,,,HA,5,TH,5,,,,,80
1056,FKM14020106,0.7000000,24.713833333333334,-81.029150000000001,2/7/2014 12:34:00,0.2000000,26.6000004,8.1000004,35.9000015,6.6999998,0.7000000,26.5000000,8.1000004,35.9000015,6.5999999,S,,,,TH,9,LA,1,,,,,60
1057,FKM14020107,0.7000000,24.714700000000001,-81.051033333333336,2/7/2014 13:02:00,0.2000000,26.7000008,8.1999998,35.7999992,7.0999999,0.7000000,26.7000008,8.1999998,35.7999992,7.0999999,S,,,,TH,X,,,,,,,80
1058,FKM14020108,0.7000000,24.702833333333334,-81.072783333333334,2/7/2014 13:22:00,0.2000000,27.6000004,8.1000004,36.0999985,8.1999998,0.7000000,27.6000004,8.1000004,36.0999985,8.1999998,M,,,,TH,X,,,,,,,100
1059,FKM14020109,0.8000000,24.687516666666667,-81.093149999999994,2/7/2014 13:57:00,0.2000000,27.2000008,8.1000004,35.7999992,6.9000001,0.8000000,27.2000008,8.1000004,35.7999992,6.9000001,M,,,,TH,X,,,,,,,100
1060,FKM14020110,0.9000000,24.688883333333333,-81.100516666666664,2/7/2014 14:19:00,0.2000000,27.7000008,8.0000000,35.9000015,7.8000002,0.9000000,27.7000008,8.1000004,35.9000015,7.9000001,M,,,,TH,X,,,,,,,80
1061,FKM14030109,0.8000000,24.689233333333334,-81.089866666666666,3/21/2014 14:02:00,0.2000000,26.7000008,8.3000002,36.5999985,8.1999998,0.8000000,26.7000008,8.3000002,36.5999985,8.0000000,M,,,,TH,X,,,,,,,90
1062,FKM14030101,0.6000000,24.763200000000001,-80.943016666666665,3/21/2014 9:36:00,0.2000000,23.5000000,8.1999998,36.9000015,4.0999999,0.6000000,23.5000000,8.1999998,36.7999992,4.5999999,M,,,,TH,X,,,,,,,80
1063,FKM14030102,0.8000000,24.758800000000001,-80.952466666666666,3/21/2014 10:05:00,0.2000000,24.3999996,8.3000002,36.5999985,5.6999998,0.8000000,24.3999996,8.3000002,36.7000008,5.8000002,S,,,,TH,X,,,,,,,90
1064,FKM14030103,0.8000000,24.746350000000000,-80.965950000000007,3/21/2014 10:52:00,0.2000000,24.6000004,8.1999998,36.5000000,5.4000001,0.8000000,24.6000004,8.1999998,36.5999985,5.5000000,S,,,,HA,X,,,,,,,20
1065,FKM14030104,1.0000000,24.733266666666665,-80.990366666666660,3/21/2014 11:15:00,0.2000000,24.7999992,8.1000004,36.5999985,4.9000001,1.0000000,24.7999992,8.1999998,36.5999985,6.4000001,M,,,,TH,X,,,,,,,75
1066,FKM14030105,0.8000000,24.726066666666668,-81.007916666666674,3/21/2014 11:40:00,0.2000000,25.2999992,8.1999998,36.5999985,6.8000002,0.8000000,25.2000008,8.1999998,36.5999985,6.6999998,S,,,,HA,X,,,,,,,70
1067,fkm14030106,1.0000000,24.714333333333332,-81.027450000000002,3/21/2014 12:20:00,0.2000000,25.0000000,8.3000002,36.4000015,7.8000002,1.0000000,25.0000000,8.3000002,36.4000015,7.4000001,S,,,,TH,X,,,,,,,8
1068,FKM14030107,1.5000000,24.714066666666668,-81.037899999999993,3/21/2014 12:48:00,0.2000000,25.2000008,8.3000002,36.5000000,7.6999998,1.5000000,25.2000008,8.3000002,36.5000000,7.6999998,M,,,,HA,8,TH,2,,,,,90
1069,FKM14030108,0.8000000,24.704750000000001,-81.072716666666665,3/21/2014 13:20:00,0.2000000,26.2000008,8.3000002,36.5999985,8.6000004,0.8000000,26.2000008,8.3000002,36.5999985,8.0000000,M,,,,TH,5,HA,5,,,,,100
1070,FKM14030110,0.9000000,24.687933333333334,-81.104966666666670,3/21/2014 14:32:00,0.2000000,25.7999992,8.1999998,36.9000015,7.3000002,0.9000000,25.7999992,8.1999998,36.9000015,7.5999999,M,,,,TH,X,,,,,,,100
1071,FKM14040101,0.7000000,24.763200000000001,-80.943600000000004,4/14/2014 9:17:00,0.2000000,25.0000000,8.0000000,35.4000015,4.4000001,0.7000000,24.8999996,8.0000000,35.4000015,4.0999999,S,,,,TH,X,,,,,,,80
1072,FKM14040102,0.5000000,24.754500000000000,-80.957516666666663,4/14/2014 9:50:00,0.2000000,26.6000004,8.1999998,35.5000000,5.3000002,0.5000000,26.6000004,8.1999998,35.5000000,5.3000002,M,,,,HA,X,,,,,,,85
1073,FKM14040103,0.5000000,24.741866666666667,-80.972383333333340,4/14/2014 10:20:00,0.2000000,26.1000004,8.1999998,35.2000008,6.5000000,0.5000000,26.1000004,8.3000002,35.2000008,6.5000000,S,,,,TH,X,,,,,,,15
1074,FKM14040104,0.7000000,24.730850000000000,-80.997649999999993,4/14/2014 10:50:00,0.2000000,26.7999992,8.1000004,35.5999985,5.5000000,0.7000000,26.7999992,8.1000004,35.5999985,5.4000001,S,,,,TH,X,,,,,,,80
1075,FKM14040105,0.5000000,24.726483333333334,-81.007033333333339,4/14/2014 11:21:00,0.2000000,26.7000008,8.1999998,35.5000000,5.6999998,0.5000000,26.7000008,8.1999998,35.5000000,5.6999998,S,,,,HA,8,TH,2,,,,,50
1076,FKM14040106,0.8000000,24.716083333333334,-81.028683333333333,4/14/2014 12:00:00,0.2000000,26.8999996,8.3000002,35.4000015,7.5999999,0.8000000,26.8999996,8.3000002,35.4000015,7.5000000,M,,,,TH,X,,,,,,,80
1077,FKM14040107,0.8000000,24.711233333333332,-81.043999999999997,4/14/2014 12:27:00,0.2000000,26.3999996,8.3000002,35.4000015,6.9000001,0.8000000,26.3999996,8.3000002,35.4000015,6.8000002,S,,,,TH,X,,,,,,,100
1078,FKM14040108,0.7000000,24.702766666666665,-81.072333333333333,4/14/2014 12:53:00,0.2000000,29.3999996,8.3000002,36.2999992,7.1999998,0.7000000,29.3999996,8.3000002,36.2999992,7.0000000,M,,,,TH,X,,,,,,,100
1079,FKM14040109,0.8000000,24.686100000000000,-81.093283333333332,4/14/2014 13:26:00,0.2000000,27.3999996,8.3000002,35.5000000,8.3000002,0.8000000,27.3999996,8.3000002,35.5000000,8.3000002,S,,,,TH,X,,,,,,,100
1080,FKM14040110,0.8000000,24.686433333333333,-81.111300000000000,4/14/2014 14:02:00,0.2000000,28.5000000,8.3000002,36.0999985,7.5999999,0.8000000,28.3999996,8.3000002,36.0000000,7.9000001,M,,,,TH,X,,,,,,,100
1081,FKM13100110,0.6000000,24.688266666666667,-81.110933333333335,10/22/2013 15:15:00,0.6000000,31.2000008,8.1999998,37.4000015,7.8000002,,,,,,M,,,,TH,X,,,,,,,80
