OBJECTID,Survey,Spp_Name,Number_,Len1,Len2,Len3,Len4,Len5,Len6,Len7,Len8,Len9,Len10,Len11,Len12,Len13,Len14,Len15,Len16,Len17,Len18,Len19,Len20
7974,FKM13080104,Sparisoma chrysopterum,3,28,47,50,,,,,,,,,,,,,,,,,
7975,FKM13080104,Monacanthus ciliatus,7,27,15,57,21,40,40,45,,,,,,,,,,,,,
7976,FKM13080104,Eucinostomus gula,1,28,,,,,,,,,,,,,,,,,,,
7977,FKM13080104,Stephanolepis hispidus,5,15,10,15,14,11,,,,,,,,,,,,,,,
7978,FKM13080104,Atherinomorus stipes,321,29,32,17,20,30,28,22,24,25,19,,,,,,,,,,
7979,FKM13080104,Bathygobius soporator,2,44,20,,,,,,,,,,,,,,,,,,
7980,FKM13080104,Syngnathus floridae,1,85,,,,,,,,,,,,,,,,,,,
7981,FKM13080104,Eucinostomus spp.,8,30,35,29,14,25,25,28,27,,,,,,,,,,,,
7982,FKM13080104,Ocyurus chrysurus,1,18,,,,,,,,,,,,,,,,,,,
7983,FKM13080104,Lutjanus spp.,4,17,18,17,20,,,,,,,,,,,,,,,,
7984,FKM13080104,Haemulon plumierii,2,40,24,,,,,,,,,,,,,,,,,,
7985,FKM13080104,Chaetodon capistratus,1,17,,,,,,,,,,,,,,,,,,,
7986,FKM13080105,Strongylura notata,2,192,178,,,,,,,,,,,,,,,,,,
7987,FKM13080105,Lutjanus griseus,2,119,105,,,,,,,,,,,,,,,,,,
7988,FKM13080105,Sparisoma chrysopterum,4,115,150,120,75,,,,,,,,,,,,,,,,
7989,FKM13080105,Eucinostomus gula,2,60,62,,,,,,,,,,,,,,,,,,
7990,FKM13080105,Eucinostomus spp.,3,35,31,30,,,,,,,,,,,,,,,,,
7991,FKM13080105,Eucinostomus lefroyi,1,42,,,,,,,,,,,,,,,,,,,
7992,FKM13080105,Sphoeroides nephelus,1,72,,,,,,,,,,,,,,,,,,,
7993,FKM13080105,Haemulon sciurus,1,50,,,,,,,,,,,,,,,,,,,
7994,FKM13080105,Haemulon plumierii,4,56,56,70,55,,,,,,,,,,,,,,,,
7995,FKM13080105,Haemulon parra,2,66,42,,,,,,,,,,,,,,,,,,
7996,FKM13080106,Lactophrys trigonus,1,90,,,,,,,,,,,,,,,,,,,
7997,FKM13080106,Eucinostomus jonesii,35,69,56,55,49,78,78,74,60,48,56,,,,,,,,,,
7998,FKM13080106,Sphoeroides nephelus,1,70,,,,,,,,,,,,,,,,,,,
7999,FKM13080106,Eucinostomus spp.,118,12,13,14,18,15,24,24,22,21,18,,,,,,,,,,
8000,FKM13080106,Haemulon spp.,6,15,12,12,13,18,12,,,,,,,,,,,,,,
8001,FKM13080106,Syngnathus floridae,1,130,,,,,,,,,,,,,,,,,,,
8002,FKM13080106,Lutjanus spp.,2,16,15,,,,,,,,,,,,,,,,,,
8003,FKM13080106,Sparisoma chrysopterum,2,42,55,,,,,,,,,,,,,,,,,,
8004,FKM13080106,Ocyurus chrysurus,1,16,,,,,,,,,,,,,,,,,,,
8005,FKM13080106,Farfantepenaeus aztecus,1,12,,,,,,,,,,,,,,,,,,,
8006,FKM13080107,Acanthostracion quadricornis,1,74,,,,,,,,,,,,,,,,,,,
8007,FKM13080107,Haemulon plumierii,8,37,42,33,44,30,30,21,35,,,,,,,,,,,,
8008,FKM13080107,Monacanthus ciliatus,7,35,72,56,52,14,15,58,,,,,,,,,,,,,
8009,FKM13080107,Lutjanus griseus,1,200,,,,,,,,,,,,,,,,,,,
8010,FKM13080107,Stephanolepis hispidus,3,57,22,15,,,,,,,,,,,,,,,,,
8011,FKM13080107,Haemulon spp.,13,16,17,14,15,16,17,21,16,18,14,,,,,,,,,,
8012,FKM13080107,Archosargus rhomboidalis,1,190,,,,,,,,,,,,,,,,,,,
8013,FKM13080107,Ocyurus chrysurus,4,19,19,15,20,,,,,,,,,,,,,,,,
8014,FKM13080107,Scarus iseri,2,17,19,,,,,,,,,,,,,,,,,,
8015,FKM13080107,Eucinostomus spp.,1,10,,,,,,,,,,,,,,,,,,,
8016,FKM13080107,Sparisoma chrysopterum,1,32,,,,,,,,,,,,,,,,,,,
8017,FKM13080108,Harengula jaguana,9,42,35,32,42,46,35,38,38,20,,,,,,,,,,,
8018,FKM13080108,Lobotes surinamensis,1,14,,,,,,,,,,,,,,,,,,,
8019,FKM13080108,Sphyraena barracuda,4,65,70,43,35,,,,,,,,,,,,,,,,
8020,FKM13080108,Eucinostomus gula,79,45,75,45,70,80,65,66,45,67,65,,,,,,,,,,
8021,FKM13080108,Haemulon sciurus,4,30,29,35,35,,,,,,,,,,,,,,,,
8022,FKM13080108,Sparisoma chrysopterum,5,60,65,67,65,55,,,,,,,,,,,,,,,
8023,FKM13080108,Haemulon plumierii,42,38,36,34,26,32,55,40,27,27,37,,,,,,,,,,
8024,FKM13080108,Oligoplites saurus,1,79,,,,,,,,,,,,,,,,,,,
8025,FKM13080108,Lutjanus griseus,3,26,37,100,,,,,,,,,,,,,,,,,
8026,FKM13080108,Eucinostomus spp.,41,28,35,38,35,34,34,28,25,24,25,,,,,,,,,,
8027,FKM13080108,Floridichthys carpio,2,42,50,,,,,,,,,,,,,,,,,,
8028,FKM13080108,Haemulon parra,3,41,55,54,,,,,,,,,,,,,,,,,
8029,FKM13080108,Lutjanus synagris,1,50,,,,,,,,,,,,,,,,,,,
8030,FKM13080108,Archosargus rhomboidalis,1,100,,,,,,,,,,,,,,,,,,,
8031,FKM13080108,Lutjanus spp.,1,12,,,,,,,,,,,,,,,,,,,
8032,FKM13080109,Atherinomorus stipes,50,30,30,21,32,22,29,30,25,26,26,,,,,,,,,,
8033,FKM13080109,Sphoeroides spengleri,3,30,32,66,,,,,,,,,,,,,,,,,
8034,FKM13080109,Stephanolepis hispidus,3,18,32,10,,,,,,,,,,,,,,,,,
8035,FKM13080109,Archosargus rhomboidalis,1,132,,,,,,,,,,,,,,,,,,,
8036,FKM13080109,Acanthostracion quadricornis,1,118,,,,,,,,,,,,,,,,,,,
8037,FKM13080109,Sparisoma chrysopterum,3,70,45,35,,,,,,,,,,,,,,,,,
8038,FKM13080109,Ocyurus chrysurus,2,12,21,,,,,,,,,,,,,,,,,,
8039,FKM13080109,Pseudupeneus maculatus,1,72,,,,,,,,,,,,,,,,,,,
8040,FKM13080109,Eucinostomus spp.,1,35,,,,,,,,,,,,,,,,,,,
8041,FKM13080109,Floridichthys carpio,2,10,9,,,,,,,,,,,,,,,,,,
8042,FKM13080110,Acanthostracion quadricornis,1,160,,,,,,,,,,,,,,,,,,,
8043,FKM13080110,Haemulon plumierii,5,55,61,51,65,55,,,,,,,,,,,,,,,
8044,FKM13080110,Sparisoma chrysopterum,22,55,83,72,64,80,48,56,70,50,40,,,,,,,,,,
8045,FKM13080110,Eucinostomus gula,3,50,43,41,,,,,,,,,,,,,,,,,
8046,FKM13080110,Haemulon sciurus,1,35,,,,,,,,,,,,,,,,,,,
8047,FKM13080110,Archosargus rhomboidalis,3,86,96,85,,,,,,,,,,,,,,,,,
8048,FKM13080110,Scarus iserti,2,55,34,,,,,,,,,,,,,,,,,,
8049,FKM13080110,Lutjanus griseus,2,75,95,,,,,,,,,,,,,,,,,,
8050,FKM13080110,Haemulon parra,1,23,,,,,,,,,,,,,,,,,,,
8051,FKM13080110,Nicholsina usta,1,35,,,,,,,,,,,,,,,,,,,
8052,FKM13090101,Eucinostomus gula,2,72,56,,,,,,,,,,,,,,,,,,
8053,FKM13090101,Sphyraena barracuda,2,80,36,,,,,,,,,,,,,,,,,,
8054,FKM13090101,Eucinostomus spp.,8,36,30,38,27,16,15,23,18,,,,,,,,,,,,
8055,FKM13090101,Lactophrys trigonus,1,145,,,,,,,,,,,,,,,,,,,
8056,FKM13090101,Lutjanus griseus,1,43,,,,,,,,,,,,,,,,,,,
8057,FKM13090101,Farfantepenaeus aztecus,1,10,,,,,,,,,,,,,,,,,,,
8058,FKM13090101,Floridichthys carpio,1,18,,,,,,,,,,,,,,,,,,,
8059,FKM13090101,Atherinomorus stipes,1,20,,,,,,,,,,,,,,,,,,,
8060,FKM13090102,Harengula jaguana,3,39,38,42,,,,,,,,,,,,,,,,,
8061,FKM13090102,Strongylura notata,1,200,,,,,,,,,,,,,,,,,,,
8062,FKM13090102,Sparisoma chrysopterum,1,73,,,,,,,,,,,,,,,,,,,
8063,FKM13090102,Eucinostomus gula,1,42,,,,,,,,,,,,,,,,,,,
8064,FKM13090102,Eucinostomus spp.,6,28,33,29,16,30,14,,,,,,,,,,,,,,
8065,FKM13090102,Syngnathus scovelli,1,110,,,,,,,,,,,,,,,,,,,
8066,FKM13090102,Lutjanus griseus,4,16,33,31,28,,,,,,,,,,,,,,,,
8067,FKM13090102,Lutjanus spp.,5,25,16,29,25,22,,,,,,,,,,,,,,,
8068,FKM13090103,Sparisoma chrysopterum,99,89,31,44,39,82,69,62,68,58,41,,,,,,,,,,
8069,FKM13090103,Haemulon plumierii,207,49,53,41,52,61,41,56,42,43,42,,,,,,,,,,
8070,FKM13090103,Haemulon spp.,1,17,,,,,,,,,,,,,,,,,,,
8071,FKM13090103,Sphyraena barracuda,2,195,200,,,,,,,,,,,,,,,,,,
8072,FKM13090103,Haemulon sciurus,3,95,60,53,,,,,,,,,,,,,,,,,
8073,FKM13090103,Scarus iserti,6,16,42,30,21,25,25,,,,,,,,,,,,,,
8074,FKM13090103,Eucinostomus gula,1,61,,,,,,,,,,,,,,,,,,,
8075,FKM13090103,Stephanolepis hispidus,2,56,42,,,,,,,,,,,,,,,,,,
8076,FKM13090103,Ocyurus chrysurus,3,65,67,35,,,,,,,,,,,,,,,,,
8077,FKM13090103,Acanthurus bahianus,4,45,26,26,45,,,,,,,,,,,,,,,,
8078,FKM13090103,Haemulon aurolineatum,3,40,40,45,,,,,,,,,,,,,,,,,
8079,FKM13090103,Abudefduf saxatilis,1,15,,,,,,,,,,,,,,,,,,,
8080,FKM13090103,Sparisoma spp.,1,15,,,,,,,,,,,,,,,,,,,
8081,FKM13090104,Scarus iserti,51,33,50,39,33,32,40,38,37,30,30,,,,,,,,,,
8082,FKM13090104,Sphoeroides spengleri,3,100,71,73,,,,,,,,,,,,,,,,,
8083,FKM13090104,Sparisoma chrysopterum,32,73,61,40,60,50,80,43,46,100,60,,,,,,,,,,
8084,FKM13090104,Eucinostomus gula,16,53,50,40,76,42,60,53,58,44,46,,,,,,,,,,
8085,FKM13090104,Monacanthus ciliatus,3,66,51,30,,,,,,,,,,,,,,,,,
8086,FKM13090104,Eucinostomus jonesii,1,68,,,,,,,,,,,,,,,,,,,
8087,FKM13090104,Eucinostomus spp.,2,38,36,,,,,,,,,,,,,,,,,,
8088,FKM13090104,Lutjanus analis,1,58,,,,,,,,,,,,,,,,,,,
8089,FKM13090104,Haemulon plumierii,51,42,51,40,50,35,40,39,42,60,46,,,,,,,,,,
8090,FKM13090104,Haemulon parra,2,38,35,,,,,,,,,,,,,,,,,,
8091,FKM13090104,Acanthurus bahianus,2,48,50,,,,,,,,,,,,,,,,,,
8092,FKM13090104,Stephanolepis hispidus,2,50,55,,,,,,,,,,,,,,,,,,
8093,FKM13090104,Haemulon flavolineatum,6,36,39,40,39,40,41,,,,,,,,,,,,,,
8094,FKM13090104,Haemulon sciurus,5,56,60,35,50,45,,,,,,,,,,,,,,,
8095,FKM13090105,Eucinostomus jonesii,7,42,53,43,42,40,41,42,,,,,,,,,,,,,
8096,FKM13090105,Eucinostomus spp.,35,32,33,39,39,27,33,30,21,32,27,,,,,,,,,,
8097,FKM13090105,Strongylura notata,5,224,210,205,250,180,,,,,,,,,,,,,,,
8098,FKM13090105,Engyophrys senta,1,80,,,,,,,,,,,,,,,,,,,
8099,FKM13090105,Syngnathus floridae,1,98,,,,,,,,,,,,,,,,,,,
8100,FKM13090105,Lutjanus spp.,1,19,,,,,,,,,,,,,,,,,,,
8101,FKM13090106,Lutjanus griseus,2,142,124,,,,,,,,,,,,,,,,,,
8102,FKM13090106,Archosargus rhomboidalis,1,129,,,,,,,,,,,,,,,,,,,
8103,FKM13090107,Haemulon aurolineatum,4,34,44,30,30,,,,,,,,,,,,,,,,
8104,FKM13090107,Haemulon plumierii,29,50,55,48,50,40,52,40,43,45,43,,,,,,,,,,
8105,FKM13090107,Eucinostomus gula,3,60,45,50,,,,,,,,,,,,,,,,,
8106,FKM13090107,Sphyraena barracuda,2,56,80,,,,,,,,,,,,,,,,,,
8107,FKM13090107,Ocyurus chrysurus,8,40,33,32,35,40,55,40,28,,,,,,,,,,,,
8108,FKM13090107,Strongylura notata,2,95,92,,,,,,,,,,,,,,,,,,
8109,FKM13090107,Monacanthus ciliatus,2,40,25,,,,,,,,,,,,,,,,,,
8110,FKM13090107,Sparisoma chrysopterum,7,40,42,35,30,35,25,26,,,,,,,,,,,,,
8111,FKM13090107,Haemulon parra,1,33,,,,,,,,,,,,,,,,,,,
8112,FKM13090107,Scarus iserti,6,30,30,26,20,22,27,,,,,,,,,,,,,,
8113,FKM13090108,Abudefduf saxatilis,1,40,,,,,,,,,,,,,,,,,,,
8114,FKM13090108,Eucinostomus gula,9,50,53,45,39,40,58,50,61,42,,,,,,,,,,,
8115,FKM13090108,Bathygobius soporator,1,65,,,,,,,,,,,,,,,,,,,
8116,FKM13090108,Haemulon parra,3,34,30,32,,,,,,,,,,,,,,,,,
8117,FKM13090108,Lutjanus spp.,1,14,,,,,,,,,,,,,,,,,,,
8118,FKM13090108,Lutjanus griseus,6,49,51,50,51,33,35,,,,,,,,,,,,,,
8119,FKM13090109,Lactophrys trigonus,2,75,55,,,,,,,,,,,,,,,,,,
8120,FKM13090109,Eucinostomus gula,7,65,55,43,50,60,52,66,,,,,,,,,,,,,
8121,FKM13090109,Sparisoma chrysopterum,2,30,43,,,,,,,,,,,,,,,,,,
8122,FKM13090109,Monacanthus ciliatus,1,50,,,,,,,,,,,,,,,,,,,
8123,FKM13090109,Ocyurus chrysurus,2,32,26,,,,,,,,,,,,,,,,,,
8124,FKM13090109,Eucinostomus spp.,1,32,,,,,,,,,,,,,,,,,,,
8125,FKM13090109,Haemulon plumierii,7,26,24,43,43,30,34,30,,,,,,,,,,,,,
8126,FKM13090109,Haemulon spp.,1,15,,,,,,,,,,,,,,,,,,,
8127,FKM13090109,Scarus iserti,2,38,23,,,,,,,,,,,,,,,,,,
8128,FKM13090109,Strongylura notata,1,62,,,,,,,,,,,,,,,,,,,
8129,FKM13090109,Lobotes surinamensis,1,14,,,,,,,,,,,,,,,,,,,
8130,FKM13090110,Strongylura notata,1,129,,,,,,,,,,,,,,,,,,,
8131,FKM13090110,Sphoeroides spengleri,1,71,,,,,,,,,,,,,,,,,,,
8132,FKM13090110,Eucinostomus spp.,4,38,35,22,30,,,,,,,,,,,,,,,,
8133,FKM13090110,Sparisoma chrysopterum,2,23,44,,,,,,,,,,,,,,,,,,
8134,FKM13090110,Monacanthus ciliatus,1,36,,,,,,,,,,,,,,,,,,,
8135,FKM13090110,Syngnathus floridae,1,101,,,,,,,,,,,,,,,,,,,
8136,FKM13090110,Haemulon plumierii,6,31,21,29,30,35,35,,,,,,,,,,,,,,
8137,FKM13090110,Ocyurus chrysurus,1,34,,,,,,,,,,,,,,,,,,,
8138,FKM13090110,Scarus iserti,1,32,,,,,,,,,,,,,,,,,,,
8139,FKM13090110,Haemulon parra,1,25,,,,,,,,,,,,,,,,,,,
8140,FKM13090110,Hippocampus erectus,1,20,,,,,,,,,,,,,,,,,,,
8141,FKM13090105,Pleuronectidae spp.,1,14,,,,,,,,,,,,,,,,,,,
8142,FKM13100101,Acanthostracion quadricornis,3,155,160,125,,,,,,,,,,,,,,,,,
8143,FKM13100101,Eucinostomus gula,30,75,73,75,73,70,68,58,63,55,65,,,,,,,,,,
8144,FKM13100101,Haemulon parra,5,35,25,24,45,45,,,,,,,,,,,,,,,
8145,FKM13100101,Haemulon sciurus,32,33,32,25,32,32,48,30,38,25,40,,,,,,,,,,
8146,FKM13100101,Syngnathus scovelli,2,75,120,,,,,,,,,,,,,,,,,,
8147,FKM13100101,Lutjanus analis,3,47,27,35,,,,,,,,,,,,,,,,,
8148,FKM13100101,Haemulon plumierii,5,42,50,42,44,90,,,,,,,,,,,,,,,
8149,FKM13100101,Sparisoma chrysopterum,13,30,25,125,90,80,70,35,42,50,60,,,,,,,,,,
8150,FKM13100101,Monacanthus ciliatus,2,18,47,,,,,,,,,,,,,,,,,,
8151,FKM13100101,Syngnathus floridae,1,110,,,,,,,,,,,,,,,,,,,
8152,FKM13100101,Stephanolepis hispidus,2,10,10,,,,,,,,,,,,,,,,,,
8153,FKM13100101,Haemulon flavolineatum,4,42,40,33,35,,,,,,,,,,,,,,,,
8154,FKM13100101,Bathygobius soporator,1,25,,,,,,,,,,,,,,,,,,,
8155,FKM13100102,Eucinostomus gula,2,62,74,,,,,,,,,,,,,,,,,,
8156,FKM13100102,Lutjanus apodus,5,22,30,35,27,35,,,,,,,,,,,,,,,
8157,FKM13100102,Floridichthys carpio,1,42,,,,,,,,,,,,,,,,,,,
8158,FKM13100102,Lutjanus analis,1,55,,,,,,,,,,,,,,,,,,,
8159,FKM13100102,Lutjanus griseus,2,45,45,,,,,,,,,,,,,,,,,,
8160,FKM13100102,Syngnathus scovelli,1,80,,,,,,,,,,,,,,,,,,,
8161,FKM13100102,Bathygobius soporator,1,37,,,,,,,,,,,,,,,,,,,
8162,FKM13100102,Sparisoma chrysopterum,3,35,55,35,,,,,,,,,,,,,,,,,
8163,FKM13100102,Haemulon parra,1,22,,,,,,,,,,,,,,,,,,,
8164,FKM13100102,Haemulon spp.,2,15,15,,,,,,,,,,,,,,,,,,
8165,FKM13100102,Monacanthidae spp.,1,8,,,,,,,,,,,,,,,,,,,
8166,FKM13100103,Sparisoma chrysopterum,9,90,60,70,60,53,68,30,35,32,,,,,,,,,,,
8167,FKM13100103,Haemulon spp.,3,15,15,15,,,,,,,,,,,,,,,,,
8168,FKM13100103,Bathygobius soporator,7,47,45,67,37,90,40,40,,,,,,,,,,,,,
8169,FKM13100103,Monacanthidae spp.,2,10,9,,,,,,,,,,,,,,,,,,
8170,FKM13100103,Eucinostomus gula,5,44,40,55,45,45,,,,,,,,,,,,,,,
8171,FKM13100103,Lutjanus griseus,7,50,35,47,42,26,40,23,,,,,,,,,,,,,
8172,FKM13100103,Haemulon parra,3,25,25,30,,,,,,,,,,,,,,,,,
8173,FKM13100103,Lutjanus analis,2,42,25,,,,,,,,,,,,,,,,,,
8174,FKM13100103,Lutjanus apodus,1,25,,,,,,,,,,,,,,,,,,,
8175,FKM13100103,Haemulon sciurus,2,30,28,,,,,,,,,,,,,,,,,,
8176,FKM13100103,Haemulon plumierii,3,25,24,25,,,,,,,,,,,,,,,,,
8177,FKM13100103,Abudefduf saxatilis,1,15,,,,,,,,,,,,,,,,,,,
8178,FKM13100103,Farfantepenaeus duorarum,6,25,20,35,20,25,5,,,,,,,,,,,,,,
8179,FKM13100103,Haemulon flavolineatum,1,30,,,,,,,,,,,,,,,,,,,
8180,FKM13100104,Bathygobius soporator,3,80,45,35,,,,,,,,,,,,,,,,,
8181,FKM13100104,Eucinostomus spp.,4,35,32,22,20,,,,,,,,,,,,,,,,
8182,FKM13100104,Eucinostomus gula,1,40,,,,,,,,,,,,,,,,,,,
8183,FKM13100104,Abudefduf saxatilis,1,10,,,,,,,,,,,,,,,,,,,
8184,FKM13100104,Atherinomorus stipes,1,15,,,,,,,,,,,,,,,,,,,
8185,FKM13100105,Archosargus rhomboidalis,1,190,,,,,,,,,,,,,,,,,,,
8186,FKM13100105,Lactophrys trigonus,1,115,,,,,,,,,,,,,,,,,,,
8187,FKM13100105,Lutjanus griseus,32,35,35,40,45,40,30,32,60,23,37,,,,,,,,,,
8188,FKM13100105,Eucinostomus gula,15,45,47,42,40,38,45,60,60,48,54,,,,,,,,,,
8189,FKM13100105,Sparisoma chrysopterum,35,40,52,47,115,44,54,62,57,78,70,,,,,,,,,,
8190,FKM13100105,Haemulon parra,15,32,30,28,22,20,35,30,27,31,26,,,,,,,,,,
8191,FKM13100105,Eucinostomus spp.,7,38,22,31,38,22,37,21,,,,,,,,,,,,,
8192,FKM13100105,Eucinostomus jonesii,6,42,52,47,22,42,37,,,,,,,,,,,,,,
8193,FKM13100105,Abudefduf saxatilis,11,18,25,15,15,15,14,14,15,12,20,,,,,,,,,,
8194,FKM13100105,Lutjanus apodus,9,110,51,45,52,72,26,102,34,35,,,,,,,,,,,
8195,FKM13100105,Lutjanus analis,1,56,,,,,,,,,,,,,,,,,,,
8196,FKM13100105,Haemulon sciurus,2,21,32,,,,,,,,,,,,,,,,,,
8197,FKM13100105,Lutjanus synagris,1,24,,,,,,,,,,,,,,,,,,,
8198,FKM13100105,Syngnathus scovelli,1,80,,,,,,,,,,,,,,,,,,,
8199,FKM13100105,Monacanthus spp.,1,4,,,,,,,,,,,,,,,,,,,
8200,FKM13100106,Lactophrys trigonus,1,47,,,,,,,,,,,,,,,,,,,
8201,FKM13100106,Eucinostomus spp.,3,14,14,16,,,,,,,,,,,,,,,,,
8202,FKM13100106,Strongylura notata,1,110,,,,,,,,,,,,,,,,,,,
8203,FKM13100106,Haemulon plumierii,2,30,25,,,,,,,,,,,,,,,,,,
8204,FKM13100106,Haemulon parra,1,17,,,,,,,,,,,,,,,,,,,
8205,FKM13100107,Acanthostracion quadricornis,2,145,25,,,,,,,,,,,,,,,,,,
8206,FKM13100107,Paradiplogrammus bairdi,1,28,,,,,,,,,,,,,,,,,,,
8207,FKM13100107,Eucinostomus jonesii,17,50,48,40,55,55,42,35,40,40,47,,,,,,,,,,
8208,FKM13100107,Eucinostomus spp.,442,30,31,21,32,24,24,11,23,20,20,,,,,,,,,,
8209,FKM13100107,Bathygobius soporator,13,35,30,32,35,35,32,35,35,30,35,,,,,,,,,,
8210,FKM13100107,Lactophrys trigonus,1,35,,,,,,,,,,,,,,,,,,,
8211,FKM13100107,Lutjanus analis,13,30,30,22,30,30,30,27,22,28,30,,,,,,,,,,
8212,FKM13100107,Syngnathus scovelli,1,80,,,,,,,,,,,,,,,,,,,
8213,FKM13100107,Hippocampus zosterae,1,28,,,,,,,,,,,,,,,,,,,
8214,FKM13100107,Paralichthys albigutta,1,25,,,,,,,,,,,,,,,,,,,
8215,FKM13100107,Scorpaena plumieri,1,18,,,,,,,,,,,,,,,,,,,
8216,FKM13100107,Sparisoma chrysopterum,1,40,,,,,,,,,,,,,,,,,,,
8217,FKM13100108,Lutjanus griseus,3,250,62,47,,,,,,,,,,,,,,,,,
8218,FKM13100108,Sparisoma chrysopterum,28,52,40,50,55,55,45,45,90,51,60,,,,,,,,,,
8219,FKM13100108,Sphyraena barracuda,2,50,45,,,,,,,,,,,,,,,,,,
8220,FKM13100108,Atherinomorus stipes,2,32,32,,,,,,,,,,,,,,,,,,
8221,FKM13100108,Haemulon plumierii,1,42,,,,,,,,,,,,,,,,,,,
8222,FKM13100108,Haemulon parra,1,20,,,,,,,,,,,,,,,,,,,
8223,FKM13100108,Haemulon sciurus,4,30,25,25,30,,,,,,,,,,,,,,,,
8224,FKM13100108,Scaridae spp.,11,52,50,52,45,48,48,34,43,46,50,,,,,,,,,,
8225,FKM13100108,Monacanthus ciliatus,1,10,,,,,,,,,,,,,,,,,,,
8226,FKM13100109,Lactophrys trigonus,3,350,20,27,,,,,,,,,,,,,,,,,
8227,FKM13100109,Sphoeroides spengleri,2,110,70,,,,,,,,,,,,,,,,,,
8228,FKM13100109,Stephanolepis hispidus,2,77,22,,,,,,,,,,,,,,,,,,
8229,FKM13100109,Syngnathus scovelli,1,70,,,,,,,,,,,,,,,,,,,
8230,FKM13100109,Eucinostomus jonesii,4,51,55,52,41,,,,,,,,,,,,,,,,
8231,FKM13100109,Sparisoma chrysopterum,3,61,37,26,,,,,,,,,,,,,,,,,
8232,FKM13100109,Monacanthus ciliatus,4,50,36,15,15,,,,,,,,,,,,,,,,
8233,FKM13100109,Anarchopterus criniger,1,88,,,,,,,,,,,,,,,,,,,
8234,FKM13100110,Trinectes inscriptus,1,62,,,,,,,,,,,,,,,,,,,
8235,FKM13100110,Sparisoma chrysopterum,19,97,85,70,70,38,60,25,70,65,50,,,,,,,,,,
8236,FKM13100110,Bothidae spp.,1,78,,,,,,,,,,,,,,,,,,,
8237,FKM13100110,Eucinostomus gula,15,62,55,52,67,70,80,70,62,42,46,,,,,,,,,,
8238,FKM13100110,Eucinostomus spp.,2,32,21,,,,,,,,,,,,,,,,,,
8239,FKM13100110,Monacanthus ciliatus,1,15,,,,,,,,,,,,,,,,,,,
8240,FKM13100110,Haemulon parra,1,45,,,,,,,,,,,,,,,,,,,
8241,FKM13100110,Syngnathus floridae,1,147,,,,,,,,,,,,,,,,,,,
8242,FKM13100110,Lutjanus griseus,1,30,,,,,,,,,,,,,,,,,,,
8243,FKM13100110,Haemulon plumierii,1,35,,,,,,,,,,,,,,,,,,,
8244,FKM13100110,Scaridae spp.,2,45,49,,,,,,,,,,,,,,,,,,
8245,FKM13100110,Bathygobius soporator,1,30,,,,,,,,,,,,,,,,,,,
8246,FKM13100110,Sparisoma spp.,1,15,,,,,,,,,,,,,,,,,,,
8247,FKM13110101,Sparisoma chrysopterum,2,65,32,,,,,,,,,,,,,,,,,,
8248,FKM13110101,Lutjanus griseus,6,58,34,56,46,30,44,,,,,,,,,,,,,,
8249,FKM13110101,Lutjanus apodus,3,35,42,45,,,,,,,,,,,,,,,,,
8250,FKM13110101,Sphyraena barracuda,3,44,38,,,,,,,,,,,,,,,,,,
8251,FKM13110101,Lutjanus analis,2,45,44,,,,,,,,,,,,,,,,,,
8252,FKM13110101,Eucinostomus spp.,5,22,18,15,12,34,,,,,,,,,,,,,,,
8253,FKM13110101,Farfantepenaeus duorarum,7,20,10,8,8,7,11,6,,,,,,,,,,,,,
8254,FKM13110101,Syngnathus floridae,1,100,,,,,,,,,,,,,,,,,,,
8255,FKM13110101,Syngnathus scovelli,3,81,65,72,,,,,,,,,,,,,,,,,
8256,FKM13110101,Farfantepenaeus aztecus,1,8,,,,,,,,,,,,,,,,,,,
8257,FKM13110101,Eucinostomus jonesii,1,59,,,,,,,,,,,,,,,,,,,
8258,FKM13110101,Lutjanus synagris,1,28,,,,,,,,,,,,,,,,,,,
8259,FKM13110101,Floridichthys carpio,12,15,20,39,26,26,25,25,21,22,21,,,,,,,,,,
8260,FKM13110101,Lucania parva,2,33,30,,,,,,,,,,,,,,,,,,
8261,FKM13110101,Synodus spp.,1,43,,,,,,,,,,,,,,,,,,,
8262,FKM13110102,Farfantepenaeus duorarum,36,14,9,14,14,9,6,2,12,16,12,,,,,,,,,,
8263,FKM13110102,Syngnathus scovelli,1,85,,,,,,,,,,,,,,,,,,,
8264,FKM13110102,Lutjanus griseus,9,31,29,27,26,27,45,25,24,34,,,,,,,,,,,
8265,FKM13110102,Syngnathus floridae,2,150,110,,,,,,,,,,,,,,,,,,
8266,FKM13110102,Lutjanus synagris,7,32,31,32,29,27,26,34,,,,,,,,,,,,,
8267,FKM13110102,Sparisoma chrysopterum,5,36,71,56,61,46,,,,,,,,,,,,,,,
8268,FKM13110102,Lutjanus analis,3,34,40,35,,,,,,,,,,,,,,,,,
8269,FKM13110102,Eucinostomus spp.,1,24,,,,,,,,,,,,,,,,,,,
8270,FKM13110102,Archosargus rhomboidalis,1,38,,,,,,,,,,,,,,,,,,,
8271,FKM13110103,Eucinostomus jonesii,15,80,70,98,78,72,75,59,64,70,72,,,,,,,,,,
8272,FKM13110103,Sphoeroides spengleri,2,100,78,,,,,,,,,,,,,,,,,,
8273,FKM13110103,Diplectrum formosum,1,80,,,,,,,,,,,,,,,,,,,
8274,FKM13110103,Farfantepenaeus duorarum,3,18,7,16,,,,,,,,,,,,,,,,,
